

|    |Country     |IT Job                    |Statistic |  Value|Currency |
|461 |Poland      |Business Analyst          |MIN       |  58401|USD      |
|462 |Poland      |Business Analyst          |STD       |  30928|USD      |
|463 |Poland      |Cloud Engineer            |MAX       | 227630|USD      |
|464 |Poland      |Cloud Engineer            |MEAN      | 104373|USD      |
|465 |Poland      |Cloud Engineer            |MEDIAN    |  86674|USD      |
|466 |Poland      |Cloud Engineer            |MIN       |  58401|USD      |
|467 |Poland      |Cloud Engineer            |STD       |  61645|USD      |
|468 |Poland      |Data Analyst              |MAX       | 169950|USD      |
|469 |Poland      |Data Analyst              |MEAN      |  90130|USD      |
|470 |Poland      |Data Analyst              |MEDIAN    |  91773|USD      |
|471 |Poland      |Data Analyst              |MIN       |  44496|USD      |
|472 |Poland      |Data Analyst              |STD       |  30773|USD      |
|473 |Poland      |Data Engineer             |MAX       | 169435|USD      |
|474 |Poland      |Data Engineer             |MEAN      | 121340|USD      |
|475 |Poland      |Data Engineer             |MEDIAN    | 137505|USD      |
|476 |Poland      |Data Engineer             |MIN       |  46350|USD      |
|477 |Poland      |Data Engineer             |STD       |  40993|USD      |
|478 |Poland      |Data Scientist            |MAX       | 192535|USD      |
|479 |Poland      |Data Scientist            |MEAN      | 124071|USD      |
|480 |Poland      |Data Scientist            |MEDIAN    | 135823|USD      |
|481 |Poland      |Data Scientist            |MIN       |  44496|USD      |
|482 |Poland      |Data Scientist            |STD       |  40280|USD      |
|483 |Poland      |Machine Learning Engineer |MAX       | 191580|USD      |
|484 |Poland      |Machine Learning Engineer |MEAN      | 115062|USD      |
|485 |Poland      |Machine Learning Engineer |MEDIAN    |  91773|USD      |
|486 |Poland      |Machine Learning Engineer |MIN       |  58401|USD      |
|487 |Poland      |Machine Learning Engineer |STD       |  38974|USD      |
|488 |Poland      |Senior Data Analyst       |MAX       | 122982|USD      |
|489 |Poland      |Senior Data Analyst       |MEAN      | 110944|USD      |
|490 |Poland      |Senior Data Analyst       |MEDIAN    | 114510|USD      |
|491 |Poland      |Senior Data Analyst       |MIN       |  88992|USD      |
|492 |Poland      |Senior Data Analyst       |STD       |  12168|USD      |
|493 |Poland      |Senior Data Engineer      |MAX       | 151925|USD      |
|494 |Poland      |Senior Data Engineer      |MEAN      | 102298|USD      |
|495 |Poland      |Senior Data Engineer      |MEDIAN    |  91773|USD      |
|496 |Poland      |Senior Data Engineer      |MIN       |  46350|USD      |
|497 |Poland      |Senior Data Engineer      |STD       |  41914|USD      |
|498 |Poland      |Senior Data Scientist     |MAX       | 162225|USD      |
|499 |Poland      |Senior Data Scientist     |MEAN      | 136524|USD      |
|500 |Poland      |Senior Data Scientist     |MEDIAN    | 162225|USD      |
|501 |Poland      |Senior Data Scientist     |MIN       |  90771|USD      |
|502 |Poland      |Senior Data Scientist     |STD       |  33703|USD      |
|503 |Poland      |Software Engineer         |MAX       | 161195|USD      |
|504 |Poland      |Software Engineer         |MEAN      |  94958|USD      |
|505 |Poland      |Software Engineer         |MEDIAN    |  91773|USD      |
|506 |Poland      |Software Engineer         |MIN       |  67742|USD      |
|507 |Poland      |Software Engineer         |STD       |  22541|USD      |
|508 |Portugal    |Business Analyst          |MAX       |  83275|USD      |
|509 |Portugal    |Business Analyst          |MEAN      |  72254|USD      |
|510 |Portugal    |Business Analyst          |MEDIAN    |  75087|USD      |
|511 |Portugal    |Business Analyst          |MIN       |  58401|USD      |
|512 |Portugal    |Business Analyst          |STD       |  12676|USD      |
|513 |Portugal    |Data Analyst              |MAX       | 169950|USD      |
|514 |Portugal    |Data Analyst              |MEAN      |  96831|USD      |
|515 |Portugal    |Data Analyst              |MEDIAN    |  91773|USD      |
|516 |Portugal    |Data Analyst              |MIN       |  52544|USD      |
|517 |Portugal    |Data Analyst              |STD       |  31436|USD      |
|518 |Portugal    |Data Engineer             |MAX       | 158105|USD      |
|519 |Portugal    |Data Engineer             |MEAN      | 125328|USD      |
|520 |Portugal    |Data Engineer             |MEDIAN    | 129563|USD      |
|521 |Portugal    |Data Engineer             |MIN       |  83275|USD      |
|522 |Portugal    |Data Engineer             |STD       |  27454|USD      |
|523 |Portugal    |Data Scientist            |MAX       | 171412|USD      |
|524 |Portugal    |Data Scientist            |MEAN      | 136835|USD      |
|525 |Portugal    |Data Scientist            |MEDIAN    | 157075|USD      |
|526 |Portugal    |Data Scientist            |MIN       |  72061|USD      |
|527 |Portugal    |Data Scientist            |STD       |  34230|USD      |
|528 |Portugal    |Machine Learning Engineer |MAX       | 195185|USD      |
|529 |Portugal    |Machine Learning Engineer |MEAN      | 145196|USD      |
|530 |Portugal    |Machine Learning Engineer |MEDIAN    | 170980|USD      |
|531 |Portugal    |Machine Learning Engineer |MIN       |  75087|USD      |
|532 |Portugal    |Machine Learning Engineer |STD       |  46622|USD      |
|533 |Portugal    |Senior Data Analyst       |MAX       | 114538|USD      |
|534 |Portugal    |Senior Data Analyst       |MEAN      | 114517|USD      |
|535 |Portugal    |Senior Data Analyst       |MEDIAN    | 114510|USD      |
|536 |Portugal    |Senior Data Analyst       |MIN       | 114510|USD      |
|537 |Portugal    |Senior Data Analyst       |STD       |     13|USD      |
|538 |Portugal    |Senior Data Engineer      |MAX       | 159650|USD      |
|539 |Portugal    |Senior Data Engineer      |MEAN      | 122734|USD      |
|540 |Portugal    |Senior Data Engineer      |MEDIAN    | 151925|USD      |
|541 |Portugal    |Senior Data Engineer      |MIN       |  58401|USD      |
|542 |Portugal    |Senior Data Engineer      |STD       |  45178|USD      |
|543 |Portugal    |Senior Data Scientist     |MAX       | 162225|USD      |
|544 |Portugal    |Senior Data Scientist     |MEAN      | 129937|USD      |
|545 |Portugal    |Senior Data Scientist     |MEDIAN    | 151925|USD      |
|546 |Portugal    |Senior Data Scientist     |MIN       |  58401|USD      |
|547 |Portugal    |Senior Data Scientist     |STD       |  39096|USD      |
|548 |Portugal    |Software Engineer         |MAX       | 164800|USD      |
|549 |Portugal    |Software Engineer         |MEAN      | 121478|USD      |
|550 |Portugal    |Software Engineer         |MEDIAN    |  97850|USD      |
|551 |Portugal    |Software Engineer         |MIN       |  91773|USD      |
|552 |Portugal    |Software Engineer         |STD       |  38004|USD      |
|553 |Romania     |Business Analyst          |MAX       |  83275|USD      |
|554 |Romania     |Business Analyst          |MEAN      |  83275|USD      |
|555 |Romania     |Business Analyst          |MEDIAN    |  83275|USD      |
|556 |Romania     |Business Analyst          |MIN       |  83275|USD      |
|557 |Romania     |Cloud Engineer            |MAX       |  58401|USD      |
|558 |Romania     |Cloud Engineer            |MEAN      |  58401|USD      |
|559 |Romania     |Cloud Engineer            |MEDIAN    |  58401|USD      |
|560 |Romania     |Cloud Engineer            |MIN       |  58401|USD      |
|561 |Romania     |Data Analyst              |MAX       | 112393|USD      |
|562 |Romania     |Data Analyst              |MEAN      |  76552|USD      |
|563 |Romania     |Data Analyst              |MEDIAN    |  75087|USD      |
|564 |Romania     |Data Analyst              |MIN       |  44496|USD      |
|565 |Romania     |Data Analyst              |STD       |  25376|USD      |
|566 |Romania     |Data Engineer             |MAX       | 151925|USD      |
|567 |Romania     |Data Engineer             |MEAN      | 106303|USD      |
|568 |Romania     |Data Engineer             |MEDIAN    | 100799|USD      |
|569 |Romania     |Data Engineer             |MIN       |  46350|USD      |
|570 |Romania     |Data Engineer             |STD       |  36884|USD      |
|571 |Romania     |Data Scientist            |MAX       | 151925|USD      |
|572 |Romania     |Data Scientist            |MEAN      | 112843|USD      |
|573 |Romania     |Data Scientist            |MEDIAN    | 124630|USD      |
|574 |Romania     |Data Scientist            |MIN       |  58401|USD      |
|575 |Romania     |Data Scientist            |STD       |  37560|USD      |
|576 |Romania     |Machine Learning Engineer |MAX       | 170980|USD      |
|577 |Romania     |Machine Learning Engineer |MEAN      | 144577|USD      |
|578 |Romania     |Machine Learning Engineer |MEDIAN    | 170980|USD      |
|579 |Romania     |Machine Learning Engineer |MIN       |  91773|USD      |
|580 |Romania     |Machine Learning Engineer |STD       |  45730|USD      |
|581 |Romania     |Senior Data Analyst       |MAX       | 200335|USD      |
|582 |Romania     |Senior Data Analyst       |MEAN      | 129586|USD      |
|583 |Romania     |Senior Data Analyst       |MEDIAN    | 114510|USD      |
|584 |Romania     |Senior Data Analyst       |MIN       |  88992|USD      |
|585 |Romania     |Senior Data Analyst       |STD       |  48675|USD      |
|586 |Romania     |Senior Data Engineer      |MAX       | 151925|USD      |
|587 |Romania     |Senior Data Engineer      |MEAN      | 121849|USD      |
|588 |Romania     |Senior Data Engineer      |MEDIAN    | 121849|USD      |
|589 |Romania     |Senior Data Engineer      |MIN       |  91773|USD      |
|590 |Romania     |Senior Data Engineer      |STD       |  42533|USD      |
|591 |Romania     |Software Engineer         |MAX       | 200335|USD      |
|592 |Romania     |Software Engineer         |MEAN      | 133539|USD      |
|593 |Romania     |Software Engineer         |MEDIAN    | 144663|USD      |
|594 |Romania     |Software Engineer         |MIN       |  44496|USD      |
|595 |Romania     |Software Engineer         |STD       |  79239|USD      |
|596 |Spain       |Business Analyst          |MAX       | 190550|USD      |
|597 |Spain       |Business Analyst          |MEAN      | 114103|USD      |
|598 |Spain       |Business Analyst          |MEDIAN    |  88992|USD      |
|599 |Spain       |Business Analyst          |MIN       |  64890|USD      |
|600 |Spain       |Business Analyst          |STD       |  58172|USD      |
|601 |Spain       |Cloud Engineer            |MAX       | 129010|USD      |
|602 |Spain       |Cloud Engineer            |MEAN      |  93061|USD      |
|603 |Spain       |Cloud Engineer            |MEDIAN    |  91773|USD      |
|604 |Spain       |Cloud Engineer            |MIN       |  58401|USD      |
|605 |Spain       |Cloud Engineer            |STD       |  35322|USD      |
|606 |Spain       |Data Analyst              |MAX       | 159650|USD      |
|607 |Spain       |Data Analyst              |MEAN      |  94422|USD      |
|608 |Spain       |Data Analyst              |MEDIAN    |  94736|USD      |
|609 |Spain       |Data Analyst              |MIN       |  52544|USD      |
|610 |Spain       |Data Analyst              |STD       |  24423|USD      |
|611 |Spain       |Data Engineer             |MAX       | 169950|USD      |
|612 |Spain       |Data Engineer             |MEAN      | 120279|USD      |
|613 |Spain       |Data Engineer             |MEDIAN    | 136990|USD      |
|614 |Spain       |Data Engineer             |MIN       |  58195|USD      |
|615 |Spain       |Data Engineer             |STD       |  35158|USD      |
|616 |Spain       |Data Scientist            |MAX       | 169950|USD      |
|617 |Spain       |Data Scientist            |MEAN      |  95965|USD      |
|618 |Spain       |Data Scientist            |MEDIAN    |  90771|USD      |
|619 |Spain       |Data Scientist            |MIN       |  58401|USD      |
|620 |Spain       |Data Scientist            |STD       |  32956|USD      |
|621 |Spain       |Machine Learning Engineer |MAX       | 231750|USD      |
|622 |Spain       |Machine Learning Engineer |MEAN      | 116342|USD      |
|623 |Spain       |Machine Learning Engineer |MEDIAN    | 104059|USD      |
|624 |Spain       |Machine Learning Engineer |MIN       |  44496|USD      |
|625 |Spain       |Machine Learning Engineer |STD       |  51591|USD      |
|626 |Spain       |Senior Data Analyst       |MAX       | 114510|USD      |
|627 |Spain       |Senior Data Analyst       |MEAN      | 110762|USD      |
|628 |Spain       |Senior Data Analyst       |MEDIAN    | 114510|USD      |
|629 |Spain       |Senior Data Analyst       |MIN       |  91773|USD      |
|630 |Spain       |Senior Data Analyst       |STD       |   7995|USD      |
|631 |Spain       |Senior Data Engineer      |MAX       | 181795|USD      |
|632 |Spain       |Senior Data Engineer      |MEAN      | 127250|USD      |
|633 |Spain       |Senior Data Engineer      |MEDIAN    | 151925|USD      |
|634 |Spain       |Senior Data Engineer      |MIN       |  75087|USD      |
|635 |Spain       |Senior Data Engineer      |STD       |  36835|USD      |
|636 |Spain       |Senior Data Scientist     |MAX       | 217819|USD      |
|637 |Spain       |Senior Data Scientist     |MEAN      | 143030|USD      |
|638 |Spain       |Senior Data Scientist     |MEDIAN    | 162225|USD      |
|639 |Spain       |Senior Data Scientist     |MIN       |  46350|USD      |
|640 |Spain       |Senior Data Scientist     |STD       |  60255|USD      |
|641 |Spain       |Software Engineer         |MAX       | 211150|USD      |
|642 |Spain       |Software Engineer         |MEAN      | 106553|USD      |
|643 |Spain       |Software Engineer         |MEDIAN    |  79361|USD      |
|644 |Spain       |Software Engineer         |MIN       |  58401|USD      |
|645 |Spain       |Software Engineer         |STD       |  58647|USD      |
|646 |Sweden      |Business Analyst          |MAX       | 127205|USD      |
|647 |Sweden      |Business Analyst          |MEAN      |  85843|USD      |
|648 |Sweden      |Business Analyst          |MEDIAN    |  91773|USD      |
|649 |Sweden      |Business Analyst          |MIN       |  44496|USD      |
|650 |Sweden      |Business Analyst          |STD       |  25738|USD      |
|651 |Sweden      |Data Analyst              |MAX       | 121684|USD      |
|652 |Sweden      |Data Analyst              |MEAN      | 100933|USD      |
|653 |Sweden      |Data Analyst              |MEDIAN    | 108819|USD      |
|654 |Sweden      |Data Analyst              |MIN       |  46350|USD      |
|655 |Sweden      |Data Analyst              |STD       |  22869|USD      |
|656 |Sweden      |Data Engineer             |MAX       | 256470|USD      |
|657 |Sweden      |Data Engineer             |MEAN      | 136364|USD      |
|658 |Sweden      |Data Engineer             |MEDIAN    | 137886|USD      |
|659 |Sweden      |Data Engineer             |MIN       |  61800|USD      |
|660 |Sweden      |Data Engineer             |STD       |  58181|USD      |
|661 |Sweden      |Data Scientist            |MAX       | 162225|USD      |
|662 |Sweden      |Data Scientist            |MEAN      | 137456|USD      |
|663 |Sweden      |Data Scientist            |MEDIAN    | 162225|USD      |
|664 |Sweden      |Data Scientist            |MIN       |  83430|USD      |
|665 |Sweden      |Data Scientist            |STD       |  34917|USD      |
|666 |Sweden      |Machine Learning Engineer |MAX       | 170980|USD      |
|667 |Sweden      |Machine Learning Engineer |MEAN      | 133161|USD      |
|668 |Sweden      |Machine Learning Engineer |MEDIAN    | 145230|USD      |
|669 |Sweden      |Machine Learning Engineer |MIN       |  83275|USD      |
|670 |Sweden      |Machine Learning Engineer |STD       |  45080|USD      |
|671 |Sweden      |Senior Data Analyst       |MAX       | 114510|USD      |
|672 |Sweden      |Senior Data Analyst       |MEAN      |  93357|USD      |
|673 |Sweden      |Senior Data Analyst       |MEDIAN    | 114510|USD      |
|674 |Sweden      |Senior Data Analyst       |MIN       |  51053|USD      |
|675 |Sweden      |Senior Data Analyst       |STD       |  36636|USD      |
|676 |Sweden      |Senior Data Engineer      |MAX       | 151925|USD      |
|677 |Sweden      |Senior Data Engineer      |MEAN      | 151925|USD      |
|678 |Sweden      |Senior Data Engineer      |MEDIAN    | 151925|USD      |
|679 |Sweden      |Senior Data Engineer      |MIN       | 151925|USD      |
|680 |Sweden      |Senior Data Engineer      |STD       |      0|USD      |
|681 |Sweden      |Senior Data Scientist     |MAX       | 197760|USD      |
|682 |Sweden      |Senior Data Scientist     |MEAN      | 175100|USD      |
|683 |Sweden      |Senior Data Scientist     |MEDIAN    | 175615|USD      |
|684 |Sweden      |Senior Data Scientist     |MIN       | 151925|USD      |
|685 |Sweden      |Senior Data Scientist     |STD       |  22921|USD      |
|686 |Sweden      |Software Engineer         |MAX       | 161195|USD      |
|687 |Sweden      |Software Engineer         |MEAN      | 161195|USD      |
|688 |Sweden      |Software Engineer         |MEDIAN    | 161195|USD      |
|689 |Sweden      |Software Engineer         |MIN       | 161195|USD      |
##------ Thu Dec  5 17:17:18 2024 ------##
[1] "Europe/Paris"
[1] "YoJoseParra"
