index,Country,Job,Skills
480273,Sweden,Software Engineer,azure
143440,Sweden,Senior Data Scientist,tableau
143440,Sweden,Senior Data Scientist,sql
302541,Sweden,Senior Data Scientist,spark
143440,Sweden,Senior Data Scientist,snowflake
143440,Sweden,Senior Data Scientist,python
673878,Sweden,Senior Data Scientist,python
143440,Sweden,Senior Data Scientist,looker
143440,Sweden,Senior Data Scientist,kafka
143440,Sweden,Senior Data Scientist,aws
143440,Sweden,Senior Data Scientist,airflow
163033,Sweden,Senior Data Engineer,tableau
30726,Sweden,Senior Data Engineer,sql
163033,Sweden,Senior Data Engineer,sql
345853,Sweden,Senior Data Engineer,sql
465969,Sweden,Senior Data Engineer,sql
163033,Sweden,Senior Data Engineer,spark
345853,Sweden,Senior Data Engineer,spark
465969,Sweden,Senior Data Engineer,snowflake
345853,Sweden,Senior Data Engineer,scala
163033,Sweden,Senior Data Engineer,python
271911,Sweden,Senior Data Engineer,python
345853,Sweden,Senior Data Engineer,python
465969,Sweden,Senior Data Engineer,python
546084,Sweden,Senior Data Engineer,python
163033,Sweden,Senior Data Engineer,looker
345853,Sweden,Senior Data Engineer,kubernetes
163033,Sweden,Senior Data Engineer,java
345853,Sweden,Senior Data Engineer,java
345853,Sweden,Senior Data Engineer,go
546084,Sweden,Senior Data Engineer,gcp
30726,Sweden,Senior Data Engineer,azure
345853,Sweden,Senior Data Engineer,azure
163033,Sweden,Senior Data Engineer,aws
465969,Sweden,Senior Data Engineer,aws
345853,Sweden,Senior Data Engineer,airflow
627205,Sweden,Senior Data Analyst,sql
627205,Sweden,Senior Data Analyst,python
715617,Sweden,Senior Data Analyst,python
627205,Sweden,Senior Data Analyst,looker
715617,Sweden,Senior Data Analyst,databricks
15699,Sweden,Senior Data Analyst,azure
715617,Sweden,Senior Data Analyst,azure
185339,Sweden,Machine Learning Engineer,tensorflow
438952,Sweden,Machine Learning Engineer,tensorflow
185339,Sweden,Machine Learning Engineer,scala
438952,Sweden,Machine Learning Engineer,scala
185339,Sweden,Machine Learning Engineer,pytorch
438952,Sweden,Machine Learning Engineer,pytorch
185339,Sweden,Machine Learning Engineer,python
438952,Sweden,Machine Learning Engineer,python
581724,Sweden,Machine Learning Engineer,python
438952,Sweden,Machine Learning Engineer,numpy
185339,Sweden,Machine Learning Engineer,java
581724,Sweden,Machine Learning Engineer,java
581724,Sweden,Machine Learning Engineer,go
581724,Sweden,Machine Learning Engineer,gcp
285380,Sweden,Data Scientist,tensorflow
8965,Sweden,Data Scientist,tableau
11617,Sweden,Data Scientist,sql
142060,Sweden,Data Scientist,sql
285380,Sweden,Data Scientist,sql
385970,Sweden,Data Scientist,sql
741613,Sweden,Data Scientist,sql
142060,Sweden,Data Scientist,snowflake
285380,Sweden,Data Scientist,scikit-learn
8965,Sweden,Data Scientist,redshift
285380,Sweden,Data Scientist,pytorch
8965,Sweden,Data Scientist,python
11617,Sweden,Data Scientist,python
285380,Sweden,Data Scientist,python
741613,Sweden,Data Scientist,python
285380,Sweden,Data Scientist,pandas
285380,Sweden,Data Scientist,numpy
142060,Sweden,Data Scientist,looker
142060,Sweden,Data Scientist,git
169596,Sweden,Data Scientist,gcp
8965,Sweden,Data Scientist,databricks
142060,Sweden,Data Scientist,bigquery
142060,Sweden,Data Scientist,airflow
513245,Sweden,Data Engineer,terraform
513245,Sweden,Data Engineer,tensorflow
22635,Sweden,Data Engineer,tableau
22635,Sweden,Data Engineer,sql
209238,Sweden,Data Engineer,sql
344791,Sweden,Data Engineer,sql
513245,Sweden,Data Engineer,sql
747113,Sweden,Data Engineer,sql
768071,Sweden,Data Engineer,sql
209238,Sweden,Data Engineer,spark
344791,Sweden,Data Engineer,spark
513245,Sweden,Data Engineer,spark
514189,Sweden,Data Engineer,spark
761700,Sweden,Data Engineer,spark
344791,Sweden,Data Engineer,snowflake
209238,Sweden,Data Engineer,scala
344791,Sweden,Data Engineer,scala
513245,Sweden,Data Engineer,scala
514189,Sweden,Data Engineer,scala
22635,Sweden,Data Engineer,python
209238,Sweden,Data Engineer,python
344791,Sweden,Data Engineer,python
513245,Sweden,Data Engineer,python
514189,Sweden,Data Engineer,python
747113,Sweden,Data Engineer,python
761700,Sweden,Data Engineer,python
209238,Sweden,Data Engineer,kubernetes
513245,Sweden,Data Engineer,kafka
344791,Sweden,Data Engineer,java
344791,Sweden,Data Engineer,hadoop
513245,Sweden,Data Engineer,go
209238,Sweden,Data Engineer,gcp
513245,Sweden,Data Engineer,gcp
514189,Sweden,Data Engineer,gcp
768071,Sweden,Data Engineer,gcp
344791,Sweden,Data Engineer,databricks
514189,Sweden,Data Engineer,databricks
209238,Sweden,Data Engineer,bigquery
768071,Sweden,Data Engineer,bigquery
209238,Sweden,Data Engineer,azure
344791,Sweden,Data Engineer,azure
513245,Sweden,Data Engineer,azure
514189,Sweden,Data Engineer,azure
747113,Sweden,Data Engineer,azure
761700,Sweden,Data Engineer,azure
209238,Sweden,Data Engineer,aws
344791,Sweden,Data Engineer,aws
513245,Sweden,Data Engineer,aws
514189,Sweden,Data Engineer,aws
768071,Sweden,Data Engineer,aws
22635,Sweden,Data Engineer,airflow
209238,Sweden,Data Engineer,airflow
513245,Sweden,Data Engineer,airflow
768071,Sweden,Data Engineer,airflow
313080,Sweden,Data Analyst,tableau
488336,Sweden,Data Analyst,tableau
545265,Sweden,Data Analyst,tableau
116067,Sweden,Data Analyst,sql
171411,Sweden,Data Analyst,sql
313080,Sweden,Data Analyst,sql
368190,Sweden,Data Analyst,sql
488336,Sweden,Data Analyst,sql
493655,Sweden,Data Analyst,sql
545265,Sweden,Data Analyst,sql
116067,Sweden,Data Analyst,python
171411,Sweden,Data Analyst,python
493655,Sweden,Data Analyst,python
545265,Sweden,Data Analyst,python
368190,Sweden,Data Analyst,jira
493655,Sweden,Data Analyst,hadoop
171411,Sweden,Data Analyst,databricks
171411,Sweden,Data Analyst,azure
368190,Sweden,Data Analyst,azure
104181,Sweden,Business Analyst,tableau
363201,Sweden,Business Analyst,tableau
363201,Sweden,Business Analyst,sql
662807,Sweden,Business Analyst,sql
717932,Sweden,Business Analyst,sql
104181,Sweden,Business Analyst,snowflake
104181,Sweden,Business Analyst,python
363201,Sweden,Business Analyst,go
452105,Sweden,Business Analyst,go
662807,Sweden,Business Analyst,go
709127,Sweden,Business Analyst,azure
555223,Spain,Software Engineer,tensorflow
13913,Spain,Software Engineer,sql
648683,Spain,Software Engineer,sql
619572,Spain,Software Engineer,spark
619572,Spain,Software Engineer,scala
555223,Spain,Software Engineer,pytorch
13913,Spain,Software Engineer,python
463375,Spain,Software Engineer,python
555223,Spain,Software Engineer,python
619572,Spain,Software Engineer,python
648683,Spain,Software Engineer,python
555223,Spain,Software Engineer,pandas
463375,Spain,Software Engineer,kubernetes
555223,Spain,Software Engineer,kubernetes
648683,Spain,Software Engineer,jira
463375,Spain,Software Engineer,git
555223,Spain,Software Engineer,git
463375,Spain,Software Engineer,docker
555223,Spain,Software Engineer,docker
619572,Spain,Software Engineer,docker
4521,Spain,Software Engineer,azure
619572,Spain,Software Engineer,azure
215971,Spain,Senior Data Scientist,sql
340666,Spain,Senior Data Scientist,sql
470645,Spain,Senior Data Scientist,sql
506935,Spain,Senior Data Scientist,sql
215971,Spain,Senior Data Scientist,python
340666,Spain,Senior Data Scientist,python
454770,Spain,Senior Data Scientist,python
470645,Spain,Senior Data Scientist,python
506935,Spain,Senior Data Scientist,python
470645,Spain,Senior Data Scientist,pyspark
506935,Spain,Senior Data Scientist,gcp
454770,Spain,Senior Data Scientist,docker
506935,Spain,Senior Data Scientist,azure
340666,Spain,Senior Data Scientist,aws
454770,Spain,Senior Data Scientist,aws
506935,Spain,Senior Data Scientist,aws
506935,Spain,Senior Data Scientist,airflow
21264,Spain,Senior Data Engineer,terraform
297763,Spain,Senior Data Engineer,terraform
698905,Spain,Senior Data Engineer,tensorflow
7170,Spain,Senior Data Engineer,sql
21264,Spain,Senior Data Engineer,sql
584503,Spain,Senior Data Engineer,sql
674854,Spain,Senior Data Engineer,sql
722574,Spain,Senior Data Engineer,sql
736493,Spain,Senior Data Engineer,sql
297763,Spain,Senior Data Engineer,spark
385290,Spain,Senior Data Engineer,spark
584503,Spain,Senior Data Engineer,spark
722574,Spain,Senior Data Engineer,spark
723913,Spain,Senior Data Engineer,spark
21264,Spain,Senior Data Engineer,snowflake
297763,Spain,Senior Data Engineer,snowflake
722574,Spain,Senior Data Engineer,snowflake
7170,Spain,Senior Data Engineer,scala
385290,Spain,Senior Data Engineer,scala
722574,Spain,Senior Data Engineer,scala
21264,Spain,Senior Data Engineer,redshift
584503,Spain,Senior Data Engineer,redshift
722574,Spain,Senior Data Engineer,redshift
698905,Spain,Senior Data Engineer,pytorch
7170,Spain,Senior Data Engineer,python
21264,Spain,Senior Data Engineer,python
297763,Spain,Senior Data Engineer,python
385290,Spain,Senior Data Engineer,python
584503,Spain,Senior Data Engineer,python
674854,Spain,Senior Data Engineer,python
698905,Spain,Senior Data Engineer,python
722574,Spain,Senior Data Engineer,python
723913,Spain,Senior Data Engineer,python
584503,Spain,Senior Data Engineer,pyspark
723913,Spain,Senior Data Engineer,pyspark
698905,Spain,Senior Data Engineer,pandas
21264,Spain,Senior Data Engineer,looker
297763,Spain,Senior Data Engineer,kubernetes
297763,Spain,Senior Data Engineer,kafka
722574,Spain,Senior Data Engineer,kafka
584503,Spain,Senior Data Engineer,jira
7170,Spain,Senior Data Engineer,java
297763,Spain,Senior Data Engineer,java
723913,Spain,Senior Data Engineer,hadoop
21264,Spain,Senior Data Engineer,go
297763,Spain,Senior Data Engineer,go
736493,Spain,Senior Data Engineer,go
385290,Spain,Senior Data Engineer,gcp
722574,Spain,Senior Data Engineer,gcp
385290,Spain,Senior Data Engineer,databricks
723913,Spain,Senior Data Engineer,databricks
21264,Spain,Senior Data Engineer,bigquery
722574,Spain,Senior Data Engineer,bigquery
385290,Spain,Senior Data Engineer,azure
698905,Spain,Senior Data Engineer,azure
722574,Spain,Senior Data Engineer,azure
723913,Spain,Senior Data Engineer,azure
21264,Spain,Senior Data Engineer,aws
297763,Spain,Senior Data Engineer,aws
385290,Spain,Senior Data Engineer,aws
584503,Spain,Senior Data Engineer,aws
698905,Spain,Senior Data Engineer,aws
722574,Spain,Senior Data Engineer,aws
723913,Spain,Senior Data Engineer,aws
736493,Spain,Senior Data Engineer,aws
21264,Spain,Senior Data Engineer,airflow
297763,Spain,Senior Data Engineer,airflow
385290,Spain,Senior Data Engineer,airflow
722574,Spain,Senior Data Engineer,airflow
488654,Spain,Senior Data Analyst,tableau
672584,Spain,Senior Data Analyst,tableau
139685,Spain,Senior Data Analyst,sql
219156,Spain,Senior Data Analyst,sql
406998,Spain,Senior Data Analyst,sql
488654,Spain,Senior Data Analyst,sql
555209,Spain,Senior Data Analyst,sql
584830,Spain,Senior Data Analyst,sql
760335,Spain,Senior Data Analyst,sql
555209,Spain,Senior Data Analyst,python
488654,Spain,Senior Data Analyst,looker
584830,Spain,Senior Data Analyst,looker
760335,Spain,Senior Data Analyst,looker
672584,Spain,Senior Data Analyst,databricks
553453,Spain,Senior Data Analyst,azure
672584,Spain,Senior Data Analyst,airflow
325282,Spain,Machine Learning Engineer,tensorflow
418351,Spain,Machine Learning Engineer,tensorflow
550239,Spain,Machine Learning Engineer,tensorflow
554828,Spain,Machine Learning Engineer,tensorflow
560419,Spain,Machine Learning Engineer,tensorflow
634632,Spain,Machine Learning Engineer,tensorflow
552934,Spain,Machine Learning Engineer,tableau
560419,Spain,Machine Learning Engineer,tableau
552934,Spain,Machine Learning Engineer,sql
668851,Spain,Machine Learning Engineer,sql
128013,Spain,Machine Learning Engineer,spark
170873,Spain,Machine Learning Engineer,spark
325282,Spain,Machine Learning Engineer,spark
550239,Spain,Machine Learning Engineer,spark
634632,Spain,Machine Learning Engineer,spark
653396,Spain,Machine Learning Engineer,spark
668851,Spain,Machine Learning Engineer,spark
772982,Spain,Machine Learning Engineer,spark
560419,Spain,Machine Learning Engineer,snowflake
170873,Spain,Machine Learning Engineer,scikit-learn
325282,Spain,Machine Learning Engineer,scikit-learn
550239,Spain,Machine Learning Engineer,scikit-learn
560419,Spain,Machine Learning Engineer,scikit-learn
634632,Spain,Machine Learning Engineer,scikit-learn
668851,Spain,Machine Learning Engineer,scala
772982,Spain,Machine Learning Engineer,scala
170873,Spain,Machine Learning Engineer,pytorch
560419,Spain,Machine Learning Engineer,pytorch
634632,Spain,Machine Learning Engineer,pytorch
128013,Spain,Machine Learning Engineer,python
170873,Spain,Machine Learning Engineer,python
325282,Spain,Machine Learning Engineer,python
418351,Spain,Machine Learning Engineer,python
550239,Spain,Machine Learning Engineer,python
552934,Spain,Machine Learning Engineer,python
554828,Spain,Machine Learning Engineer,python
560419,Spain,Machine Learning Engineer,python
600295,Spain,Machine Learning Engineer,python
653396,Spain,Machine Learning Engineer,python
668851,Spain,Machine Learning Engineer,python
762261,Spain,Machine Learning Engineer,python
772982,Spain,Machine Learning Engineer,python
668851,Spain,Machine Learning Engineer,postgresql
325282,Spain,Machine Learning Engineer,pandas
550239,Spain,Machine Learning Engineer,pandas
634632,Spain,Machine Learning Engineer,pandas
325282,Spain,Machine Learning Engineer,numpy
550239,Spain,Machine Learning Engineer,numpy
668851,Spain,Machine Learning Engineer,mysql
552934,Spain,Machine Learning Engineer,looker
128013,Spain,Machine Learning Engineer,kubernetes
418351,Spain,Machine Learning Engineer,kubernetes
653396,Spain,Machine Learning Engineer,kafka
128013,Spain,Machine Learning Engineer,java
653396,Spain,Machine Learning Engineer,java
668851,Spain,Machine Learning Engineer,java
500944,Spain,Machine Learning Engineer,go
560419,Spain,Machine Learning Engineer,go
170873,Spain,Machine Learning Engineer,git
325282,Spain,Machine Learning Engineer,git
500944,Spain,Machine Learning Engineer,git
550239,Spain,Machine Learning Engineer,git
762261,Spain,Machine Learning Engineer,git
128013,Spain,Machine Learning Engineer,docker
170873,Spain,Machine Learning Engineer,docker
418351,Spain,Machine Learning Engineer,docker
170873,Spain,Machine Learning Engineer,databricks
560419,Spain,Machine Learning Engineer,databricks
772982,Spain,Machine Learning Engineer,databricks
128013,Spain,Machine Learning Engineer,azure
418351,Spain,Machine Learning Engineer,azure
554828,Spain,Machine Learning Engineer,azure
668851,Spain,Machine Learning Engineer,azure
128013,Spain,Machine Learning Engineer,aws
170873,Spain,Machine Learning Engineer,aws
418351,Spain,Machine Learning Engineer,aws
552934,Spain,Machine Learning Engineer,aws
554828,Spain,Machine Learning Engineer,aws
653396,Spain,Machine Learning Engineer,aws
668851,Spain,Machine Learning Engineer,aws
762261,Spain,Machine Learning Engineer,aws
772982,Spain,Machine Learning Engineer,aws
634632,Spain,Machine Learning Engineer,airflow
668851,Spain,Machine Learning Engineer,airflow
772982,Spain,Machine Learning Engineer,airflow
549693,Spain,Data Scientist,tableau
551460,Spain,Data Scientist,tableau
646986,Spain,Data Scientist,tableau
12335,Spain,Data Scientist,sql
19856,Spain,Data Scientist,sql
189174,Spain,Data Scientist,sql
207965,Spain,Data Scientist,sql
427464,Spain,Data Scientist,sql
551460,Spain,Data Scientist,sql
577023,Spain,Data Scientist,sql
741471,Spain,Data Scientist,sql
331109,Spain,Data Scientist,spark
549693,Spain,Data Scientist,spark
765121,Spain,Data Scientist,spark
189174,Spain,Data Scientist,snowflake
331109,Spain,Data Scientist,scikit-learn
549693,Spain,Data Scientist,scala
765121,Spain,Data Scientist,scala
189174,Spain,Data Scientist,redshift
331109,Spain,Data Scientist,pytorch
12335,Spain,Data Scientist,python
19856,Spain,Data Scientist,python
207965,Spain,Data Scientist,python
331109,Spain,Data Scientist,python
427464,Spain,Data Scientist,python
549693,Spain,Data Scientist,python
564058,Spain,Data Scientist,python
577023,Spain,Data Scientist,python
723083,Spain,Data Scientist,python
741471,Spain,Data Scientist,python
765121,Spain,Data Scientist,python
12335,Spain,Data Scientist,pyspark
19856,Spain,Data Scientist,looker
646986,Spain,Data Scientist,looker
331109,Spain,Data Scientist,git
207965,Spain,Data Scientist,gcp
331109,Spain,Data Scientist,docker
189174,Spain,Data Scientist,databricks
331109,Spain,Data Scientist,databricks
765121,Spain,Data Scientist,databricks
551460,Spain,Data Scientist,bigquery
12335,Spain,Data Scientist,azure
189174,Spain,Data Scientist,azure
207965,Spain,Data Scientist,azure
549693,Spain,Data Scientist,azure
12335,Spain,Data Scientist,aws
189174,Spain,Data Scientist,aws
207965,Spain,Data Scientist,aws
331109,Spain,Data Scientist,aws
564058,Spain,Data Scientist,aws
765121,Spain,Data Scientist,aws
765121,Spain,Data Scientist,airflow
122431,Spain,Data Engineer,terraform
374091,Spain,Data Engineer,terraform
384290,Spain,Data Engineer,terraform
585757,Spain,Data Engineer,terraform
621283,Spain,Data Engineer,terraform
50103,Spain,Data Engineer,tableau
83017,Spain,Data Engineer,tableau
178869,Spain,Data Engineer,tableau
374091,Spain,Data Engineer,tableau
758641,Spain,Data Engineer,tableau
50103,Spain,Data Engineer,sql
83017,Spain,Data Engineer,sql
122431,Spain,Data Engineer,sql
127962,Spain,Data Engineer,sql
177460,Spain,Data Engineer,sql
178869,Spain,Data Engineer,sql
303857,Spain,Data Engineer,sql
374091,Spain,Data Engineer,sql
384290,Spain,Data Engineer,sql
406225,Spain,Data Engineer,sql
511264,Spain,Data Engineer,sql
547133,Spain,Data Engineer,sql
585757,Spain,Data Engineer,sql
593359,Spain,Data Engineer,sql
595959,Spain,Data Engineer,sql
621283,Spain,Data Engineer,sql
624026,Spain,Data Engineer,sql
709169,Spain,Data Engineer,sql
758641,Spain,Data Engineer,sql
781830,Spain,Data Engineer,sql
50103,Spain,Data Engineer,spark
83017,Spain,Data Engineer,spark
122431,Spain,Data Engineer,spark
178869,Spain,Data Engineer,spark
213792,Spain,Data Engineer,spark
225441,Spain,Data Engineer,spark
298946,Spain,Data Engineer,spark
384290,Spain,Data Engineer,spark
435435,Spain,Data Engineer,spark
547133,Spain,Data Engineer,spark
585757,Spain,Data Engineer,spark
621283,Spain,Data Engineer,spark
668390,Spain,Data Engineer,spark
744186,Spain,Data Engineer,spark
752940,Spain,Data Engineer,spark
758641,Spain,Data Engineer,spark
50103,Spain,Data Engineer,snowflake
127962,Spain,Data Engineer,snowflake
374091,Spain,Data Engineer,snowflake
547133,Spain,Data Engineer,snowflake
758641,Spain,Data Engineer,snowflake
50103,Spain,Data Engineer,scala
213792,Spain,Data Engineer,scala
384290,Spain,Data Engineer,scala
547133,Spain,Data Engineer,scala
621283,Spain,Data Engineer,scala
752940,Spain,Data Engineer,scala
758641,Spain,Data Engineer,scala
374091,Spain,Data Engineer,redshift
585757,Spain,Data Engineer,redshift
83017,Spain,Data Engineer,python
121379,Spain,Data Engineer,python
127962,Spain,Data Engineer,python
177460,Spain,Data Engineer,python
178869,Spain,Data Engineer,python
213792,Spain,Data Engineer,python
298946,Spain,Data Engineer,python
303857,Spain,Data Engineer,python
374091,Spain,Data Engineer,python
435435,Spain,Data Engineer,python
511264,Spain,Data Engineer,python
585757,Spain,Data Engineer,python
590693,Spain,Data Engineer,python
593359,Spain,Data Engineer,python
621283,Spain,Data Engineer,python
641201,Spain,Data Engineer,python
709169,Spain,Data Engineer,python
744186,Spain,Data Engineer,python
303857,Spain,Data Engineer,pyspark
511264,Spain,Data Engineer,pyspark
298946,Spain,Data Engineer,postgresql
303857,Spain,Data Engineer,pandas
50103,Spain,Data Engineer,oracle
384290,Spain,Data Engineer,oracle
593359,Spain,Data Engineer,oracle
702878,Spain,Data Engineer,oracle
758641,Spain,Data Engineer,oracle
298946,Spain,Data Engineer,mysql
374091,Spain,Data Engineer,looker
595959,Spain,Data Engineer,looker
384290,Spain,Data Engineer,kubernetes
585757,Spain,Data Engineer,kubernetes
50103,Spain,Data Engineer,kafka
298946,Spain,Data Engineer,kafka
384290,Spain,Data Engineer,kafka
593359,Spain,Data Engineer,kafka
621283,Spain,Data Engineer,kafka
665968,Spain,Data Engineer,kafka
729342,Spain,Data Engineer,kafka
752940,Spain,Data Engineer,kafka
758641,Spain,Data Engineer,kafka
298946,Spain,Data Engineer,jira
547133,Spain,Data Engineer,jira
621283,Spain,Data Engineer,jira
702878,Spain,Data Engineer,jira
127962,Spain,Data Engineer,java
177460,Spain,Data Engineer,java
178869,Spain,Data Engineer,java
213792,Spain,Data Engineer,java
384290,Spain,Data Engineer,java
593359,Spain,Data Engineer,java
668390,Spain,Data Engineer,java
709169,Spain,Data Engineer,java
752940,Spain,Data Engineer,java
122431,Spain,Data Engineer,hadoop
178869,Spain,Data Engineer,hadoop
213792,Spain,Data Engineer,hadoop
384290,Spain,Data Engineer,hadoop
590693,Spain,Data Engineer,go
752940,Spain,Data Engineer,go
303857,Spain,Data Engineer,git
621283,Spain,Data Engineer,git
641201,Spain,Data Engineer,git
213792,Spain,Data Engineer,gcp
384290,Spain,Data Engineer,gcp
435435,Spain,Data Engineer,gcp
298946,Spain,Data Engineer,docker
384290,Spain,Data Engineer,docker
585757,Spain,Data Engineer,docker
590693,Spain,Data Engineer,docker
621283,Spain,Data Engineer,docker
83017,Spain,Data Engineer,databricks
384290,Spain,Data Engineer,databricks
435435,Spain,Data Engineer,databricks
547133,Spain,Data Engineer,databricks
621283,Spain,Data Engineer,databricks
374091,Spain,Data Engineer,bigquery
547133,Spain,Data Engineer,bigquery
83017,Spain,Data Engineer,azure
178869,Spain,Data Engineer,azure
303857,Spain,Data Engineer,azure
384290,Spain,Data Engineer,azure
435435,Spain,Data Engineer,azure
547133,Spain,Data Engineer,azure
709169,Spain,Data Engineer,azure
781830,Spain,Data Engineer,azure
121379,Spain,Data Engineer,aws
122431,Spain,Data Engineer,aws
177460,Spain,Data Engineer,aws
374091,Spain,Data Engineer,aws
384290,Spain,Data Engineer,aws
406225,Spain,Data Engineer,aws
435435,Spain,Data Engineer,aws
590693,Spain,Data Engineer,aws
593359,Spain,Data Engineer,aws
595959,Spain,Data Engineer,aws
621283,Spain,Data Engineer,aws
624026,Spain,Data Engineer,aws
665968,Spain,Data Engineer,aws
50103,Spain,Data Engineer,airflow
374091,Spain,Data Engineer,airflow
406225,Spain,Data Engineer,airflow
511264,Spain,Data Engineer,airflow
595959,Spain,Data Engineer,airflow
621283,Spain,Data Engineer,airflow
758641,Spain,Data Engineer,airflow
32177,Spain,Data Analyst,tableau
84314,Spain,Data Analyst,tableau
88810,Spain,Data Analyst,tableau
245866,Spain,Data Analyst,tableau
362112,Spain,Data Analyst,tableau
569448,Spain,Data Analyst,tableau
582681,Spain,Data Analyst,tableau
756349,Spain,Data Analyst,tableau
782773,Spain,Data Analyst,tableau
32177,Spain,Data Analyst,sql
48830,Spain,Data Analyst,sql
84314,Spain,Data Analyst,sql
98496,Spain,Data Analyst,sql
140557,Spain,Data Analyst,sql
293727,Spain,Data Analyst,sql
362112,Spain,Data Analyst,sql
397788,Spain,Data Analyst,sql
528085,Spain,Data Analyst,sql
557254,Spain,Data Analyst,sql
569448,Spain,Data Analyst,sql
582681,Spain,Data Analyst,sql
702502,Spain,Data Analyst,sql
720551,Spain,Data Analyst,sql
756349,Spain,Data Analyst,sql
781103,Spain,Data Analyst,sql
782773,Spain,Data Analyst,sql
98496,Spain,Data Analyst,spark
245866,Spain,Data Analyst,snowflake
362112,Spain,Data Analyst,snowflake
782773,Spain,Data Analyst,snowflake
32177,Spain,Data Analyst,scikit-learn
84314,Spain,Data Analyst,redshift
32177,Spain,Data Analyst,python
48830,Spain,Data Analyst,python
88810,Spain,Data Analyst,python
98496,Spain,Data Analyst,python
140557,Spain,Data Analyst,python
219418,Spain,Data Analyst,python
293727,Spain,Data Analyst,python
397788,Spain,Data Analyst,python
528085,Spain,Data Analyst,python
557254,Spain,Data Analyst,python
569448,Spain,Data Analyst,python
733447,Spain,Data Analyst,python
756349,Spain,Data Analyst,python
782773,Spain,Data Analyst,python
32177,Spain,Data Analyst,pandas
88810,Spain,Data Analyst,pandas
557254,Spain,Data Analyst,pandas
733447,Spain,Data Analyst,pandas
32177,Spain,Data Analyst,numpy
557254,Spain,Data Analyst,numpy
756349,Spain,Data Analyst,mysql
106101,Spain,Data Analyst,looker
397788,Spain,Data Analyst,looker
569448,Spain,Data Analyst,looker
702502,Spain,Data Analyst,looker
98496,Spain,Data Analyst,kafka
98496,Spain,Data Analyst,java
362112,Spain,Data Analyst,go
397788,Spain,Data Analyst,go
245866,Spain,Data Analyst,git
98496,Spain,Data Analyst,docker
32177,Spain,Data Analyst,databricks
782773,Spain,Data Analyst,databricks
362112,Spain,Data Analyst,bigquery
685799,Spain,Data Analyst,azure
98496,Spain,Data Analyst,aws
32177,Spain,Data Analyst,airflow
98496,Spain,Data Analyst,airflow
782773,Spain,Data Analyst,airflow
527108,Spain,Cloud Engineer,kubernetes
527108,Spain,Cloud Engineer,docker
499778,Spain,Cloud Engineer,azure
527108,Spain,Cloud Engineer,azure
499778,Spain,Cloud Engineer,aws
527108,Spain,Cloud Engineer,aws
783528,Spain,Cloud Engineer,aws
383899,Spain,Business Analyst,sql
425555,Spain,Business Analyst,sql
179117,Spain,Business Analyst,python
425555,Spain,Business Analyst,python
179117,Spain,Business Analyst,oracle
425555,Spain,Business Analyst,aws
152634,Romania,Software Engineer,tensorflow
179130,Romania,Software Engineer,sql
316755,Romania,Software Engineer,sql
152634,Romania,Software Engineer,pytorch
152634,Romania,Software Engineer,python
179130,Romania,Software Engineer,python
316755,Romania,Software Engineer,pandas
179130,Romania,Software Engineer,oracle
316755,Romania,Software Engineer,numpy
299798,Romania,Software Engineer,kubernetes
299798,Romania,Software Engineer,kafka
179130,Romania,Software Engineer,java
179130,Romania,Software Engineer,go
316755,Romania,Software Engineer,go
299798,Romania,Software Engineer,docker
299798,Romania,Software Engineer,azure
299798,Romania,Software Engineer,aws
182772,Romania,Senior Data Engineer,terraform
767672,Romania,Senior Data Engineer,terraform
767672,Romania,Senior Data Engineer,tableau
182772,Romania,Senior Data Engineer,sql
767672,Romania,Senior Data Engineer,sql
182772,Romania,Senior Data Engineer,snowflake
767672,Romania,Senior Data Engineer,snowflake
182772,Romania,Senior Data Engineer,redshift
767672,Romania,Senior Data Engineer,redshift
182772,Romania,Senior Data Engineer,python
767672,Romania,Senior Data Engineer,python
182772,Romania,Senior Data Engineer,kubernetes
182772,Romania,Senior Data Engineer,kafka
182772,Romania,Senior Data Engineer,java
767672,Romania,Senior Data Engineer,go
182772,Romania,Senior Data Engineer,gcp
767672,Romania,Senior Data Engineer,gcp
182772,Romania,Senior Data Engineer,docker
182772,Romania,Senior Data Engineer,bigquery
767672,Romania,Senior Data Engineer,bigquery
767672,Romania,Senior Data Engineer,azure
182772,Romania,Senior Data Engineer,aws
767672,Romania,Senior Data Engineer,aws
767672,Romania,Senior Data Engineer,airflow
200738,Romania,Senior Data Analyst,tensorflow
139509,Romania,Senior Data Analyst,tableau
139509,Romania,Senior Data Analyst,sql
436763,Romania,Senior Data Analyst,sql
200738,Romania,Senior Data Analyst,pytorch
200738,Romania,Senior Data Analyst,python
139509,Romania,Senior Data Analyst,looker
436763,Romania,Senior Data Analyst,go
309894,Romania,Machine Learning Engineer,terraform
309894,Romania,Machine Learning Engineer,tensorflow
309894,Romania,Machine Learning Engineer,spark
309894,Romania,Machine Learning Engineer,pytorch
309894,Romania,Machine Learning Engineer,python
588064,Romania,Machine Learning Engineer,python
770648,Romania,Machine Learning Engineer,python
309894,Romania,Machine Learning Engineer,kubernetes
309894,Romania,Machine Learning Engineer,jira
309894,Romania,Machine Learning Engineer,hadoop
309894,Romania,Machine Learning Engineer,git
309894,Romania,Machine Learning Engineer,docker
588064,Romania,Machine Learning Engineer,docker
770648,Romania,Machine Learning Engineer,docker
309894,Romania,Machine Learning Engineer,azure
588064,Romania,Machine Learning Engineer,aws
