Skills,Job,Country,n,mean
matlab,Senior Data Scientist,Portugal,1.0,154142.59
matlab,Data Scientist,Italy,1.0,72100.0
matlab,Data Analyst,Italy,1.0,54604.42
matlab,Data Analyst,Ireland,1.0,83275.5
matlab,Data Scientist,Hungary,1.0,72061.375
matlab,Machine Learning Engineer,Greece,1.0,91773.0
matlab,Data Scientist,Greece,1.0,90771.84
matlab,Senior Data Scientist,Germany,1.0,162225.0
matlab,Senior Data Analyst,Germany,1.0,114510.25
matlab,Machine Learning Engineer,Germany,1.0,91773.0
matlab,Data Scientist,Germany,1.0,91773.0
matlab,Data Engineer,Germany,1.0,206000.0
matlab,Data Analyst,Germany,1.0,114510.25
matlab,Data Engineer,France,1.0,99676.19
matlab,Senior Data Analyst,Finland,1.0,114510.25
matlab,Software Engineer,Belgium,1.0,45751.055
mariadb,Data Scientist,Romania,1.0,83275.5
macos,Data Scientist,Poland,1.0,162225.0
looker,Senior Data Scientist,Sweden,1.0,151925.0
looker,Senior Data Engineer,Sweden,1.0,151925.0
looker,Senior Data Analyst,Sweden,1.0,114510.25
looker,Data Scientist,Sweden,1.0,83430.0
looker,Senior Data Engineer,Spain,1.0,151925.0
looker,Machine Learning Engineer,Spain,1.0,170980.0
looker,Senior Data Analyst,Romania,1.0,114510.25
looker,Data Engineer,Romania,1.0,101231.49
looker,Data Scientist,Portugal,1.0,151925.0
looker,Senior Data Engineer,Poland,1.0,99676.19
looker,Senior Data Analyst,Poland,1.0,114510.25
looker,Data Engineer,Poland,1.0,101231.49
looker,Cloud Engineer,Poland,1.0,227630.0
looker,Senior Data Engineer,Netherlands,1.0,160165.0
looker,Data Engineer,Netherlands,1.0,119908.995
looker,Senior Data Analyst,Italy,1.0,114510.25
looker,Data Engineer,Italy,1.0,151925.0
looker,Data Analyst,Italy,1.0,105575.0
looker,Senior Data Scientist,Ireland,1.0,162225.0
looker,Senior Data Engineer,Germany,1.0,151925.0
looker,Cloud Engineer,Germany,1.0,83275.5
looker,Data Scientist,France,1.0,91773.0
looker,Data Engineer,France,1.0,135527.4
looker,Senior Data Scientist,Finland,1.0,162225.0
looker,Senior Data Analyst,Finland,1.0,114510.25
looker,Data Analyst,Denmark,1.0,91773.0
linux,Senior Data Engineer,Sweden,1.0,151925.0
linux,Data Scientist,Sweden,1.0,83430.0
linux,Machine Learning Engineer,Spain,1.0,91773.0
linux,Cloud Engineer,Spain,1.0,91773.0
linux,Data Scientist,Portugal,1.0,162225.0
linux,Senior Data Scientist,Poland,1.0,90771.84
linux,Data Engineer,Poland,1.0,46350.0
linux,Data Analyst,Poland,1.0,169950.0
linux,Data Engineer,Italy,1.0,100367.32
linux,Senior Data Scientist,Ireland,1.0,170980.0
linux,Senior Data Engineer,Ireland,1.0,160680.0
linux,Data Engineer,Ireland,1.0,100367.32
linux,Data Analyst,Ireland,1.0,200335.0
linux,Senior Data Scientist,Greece,1.0,93390.1
linux,Data Engineer,Greece,1.0,151925.0
linux,Data Analyst,Greece,1.0,145131.635
linux,Software Engineer,Germany,1.0,58401.0
linux,Data Analyst,Germany,1.0,91773.0
linux,Senior Data Analyst,France,1.0,114510.25
linux,Machine Learning Engineer,France,1.0,110034.9
linux,Data Scientist,France,1.0,72061.375
linux,Data Engineer,France,1.0,101250.545
linux,Data Engineer,Denmark,1.0,99676.19
kubernetes,Senior Data Engineer,Sweden,1.0,151925.0
kubernetes,Data Engineer,Sweden,1.0,151925.0
kubernetes,Senior Data Engineer,Spain,1.0,91773.0
kubernetes,Cloud Engineer,Spain,1.0,129010.59
kubernetes,Software Engineer,Romania,1.0,88992.0
kubernetes,Senior Data Engineer,Romania,1.0,91773.0
kubernetes,Machine Learning Engineer,Romania,1.0,91773.0
kubernetes,Senior Data Scientist,Portugal,1.0,90771.84
kubernetes,Data Scientist,Portugal,1.0,136475.0
kubernetes,Data Engineer,Poland,1.0,46350.0
kubernetes,Cloud Engineer,Poland,1.0,75087.0
kubernetes,Machine Learning Engineer,Italy,1.0,91773.0
kubernetes,Machine Learning Engineer,Hungary,1.0,83275.5
kubernetes,Data Scientist,Hungary,1.0,162225.0
kubernetes,Data Engineer,Hungary,1.0,137505.0
kubernetes,Data Scientist,Greece,1.0,52600.04
kubernetes,Data Analyst,Greece,1.0,145131.635
kubernetes,Senior Data Scientist,Germany,1.0,162225.0
kubernetes,Cloud Engineer,Germany,1.0,91773.0
kubernetes,Software Engineer,France,1.0,91773.0
kubernetes,Software Engineer,Finland,1.0,77250.0
kubernetes,Senior Data Engineer,Denmark,1.0,151925.0
kubernetes,Data Engineer,Belgium,1.0,58401.0
kotlin,Software Engineer,Portugal,1.0,97850.0
kotlin,Data Scientist,Germany,1.0,162225.0
keras,Machine Learning Engineer,Sweden,1.0,83275.5
keras,Software Engineer,Spain,1.0,211150.0
keras,Senior Data Engineer,Spain,1.0,181795.0
keras,Software Engineer,Romania,1.0,44496.0
keras,Machine Learning Engineer,Romania,1.0,91773.0
keras,Machine Learning Engineer,Portugal,1.0,183029.97
keras,Machine Learning Engineer,Poland,1.0,87550.0
keras,Senior Data Scientist,Netherlands,1.0,75087.0
keras,Machine Learning Engineer,Italy,1.0,107808.04
keras,Data Engineer,Ireland,1.0,100367.32
keras,Senior Data Scientist,Greece,1.0,90336.15
keras,Data Scientist,Germany,1.0,162225.0
keras,Software Engineer,France,1.0,45751.055
keras,Senior Data Scientist,France,1.0,162225.0
keras,Data Engineer,France,1.0,99676.19
keras,Data Scientist,Belgium,1.0,162225.0
kafka,Senior Data Scientist,Sweden,1.0,151925.0
kafka,Data Engineer,Sweden,1.0,61800.0
kafka,Machine Learning Engineer,Spain,1.0,170980.0
kafka,Data Analyst,Spain,1.0,83275.5
kafka,Software Engineer,Romania,1.0,88992.0
kafka,Senior Data Engineer,Romania,1.0,91773.0
kafka,Senior Data Scientist,Portugal,1.0,90771.84
kafka,Senior Data Engineer,Portugal,1.0,159650.0
kafka,Data Scientist,Portugal,1.0,171412.085
kafka,Machine Learning Engineer,Netherlands,1.0,170980.0
kafka,Senior Data Scientist,Hungary,1.0,91773.0
kafka,Senior Data Engineer,Hungary,1.0,151925.0
kafka,Machine Learning Engineer,Hungary,1.0,191065.0
kafka,Machine Learning Engineer,Greece,1.0,91773.0
kafka,Data Scientist,Greece,1.0,52600.04
kafka,Data Scientist,Germany,1.0,162225.0
kafka,Data Analyst,Germany,1.0,171412.085
kafka,Software Engineer,France,1.0,202395.0
kafka,Senior Data Scientist,France,1.0,162225.0
kafka,Data Scientist,France,1.0,151925.0
kafka,Software Engineer,Finland,1.0,77250.0
kafka,Senior Data Scientist,Finland,1.0,162225.0
kafka,Senior Data Engineer,Finland,1.0,108150.0
kafka,Machine Learning Engineer,Finland,1.0,191065.0
kafka,Senior Data Engineer,Belgium,1.0,91773.0
kafka,Data Engineer,Belgium,1.0,100367.32
jupyter,Data Scientist,Spain,1.0,91773.0
jupyter,Data Scientist,Portugal,1.0,72061.375
jupyter,Data Analyst,Portugal,1.0,75087.0
jupyter,Data Scientist,Poland,1.0,44496.0
jupyter,Data Engineer,Poland,1.0,46350.0
jupyter,Senior Data Scientist,Netherlands,1.0,162225.0
jupyter,Data Scientist,Italy,1.0,90771.84
jupyter,Machine Learning Engineer,Ireland,1.0,109180.0
jupyter,Machine Learning Engineer,Hungary,1.0,58401.0
jupyter,Data Engineer,Hungary,1.0,137505.0
jupyter,Data Engineer,Greece,1.0,123600.0
jupyter,Senior Data Engineer,Germany,1.0,151925.0
jupyter,Machine Learning Engineer,Germany,1.0,91773.0
jupyter,Senior Data Scientist,France,1.0,162225.0
jupyter,Senior Data Engineer,France,1.0,151925.0
jupyter,Data Scientist,France,1.0,144715.0
jupyter,Data Analyst,France,1.0,59225.0
jupyter,Data Scientist,Belgium,1.0,162225.0
julia,Data Scientist,Sweden,1.0,162225.0
julia,Data Engineer,Sweden,1.0,61800.0
julia,Senior Data Scientist,Portugal,1.0,154142.59
julia,Data Scientist,Portugal,1.0,110034.9
julia,Data Analyst,Ireland,1.0,83275.5
julia,Data Scientist,Greece,1.0,91773.0
julia,Senior Data Engineer,Germany,1.0,151925.0
julia,Machine Learning Engineer,Germany,1.0,91773.0
julia,Data Scientist,Germany,1.0,162225.0
julia,Data Analyst,Germany,1.0,91773.0
julia,Cloud Engineer,Germany,1.0,91773.0
jquery,Data Scientist,Spain,1.0,151925.0
jquery,Data Scientist,Romania,1.0,151925.0
jquery,Software Engineer,Portugal,1.0,97850.0
jquery,Senior Data Analyst,France,1.0,91773.0
jira,Data Analyst,Sweden,1.0,108819.5
jira,Software Engineer,Spain,1.0,161195.0
jira,Senior Data Engineer,Spain,1.0,151925.0
jira,Machine Learning Engineer,Romania,1.0,91773.0
jira,Data Scientist,Romania,1.0,83275.5
jira,Machine Learning Engineer,Portugal,1.0,170980.0
jira,Senior Data Scientist,Poland,1.0,162225.0
jira,Data Analyst,Poland,1.0,114510.25
jira,Software Engineer,Netherlands,1.0,91773.0
jira,Data Analyst,Netherlands,1.0,101455.0
jira,Data Engineer,Ireland,1.0,99676.19
jira,Data Analyst,Ireland,1.0,151925.0
jira,Data Scientist,Hungary,1.0,72100.0
jira,Data Analyst,Hungary,1.0,91773.0
jira,Senior Data Engineer,Greece,1.0,46350.0
jira,Data Engineer,Greece,1.0,123600.0
jira,Data Analyst,Greece,1.0,114510.25
jira,Machine Learning Engineer,Germany,1.0,91773.0
jira,Data Engineer,Germany,1.0,151925.0
jira,Software Engineer,France,1.0,202395.0
jira,Data Analyst,France,1.0,108150.0
jira,Data Analyst,Denmark,1.0,75087.0
jira,Data Engineer,Belgium,1.0,101231.49
jenkins,Data Engineer,Sweden,1.0,61800.0
jenkins,Data Scientist,Spain,1.0,59328.0
jenkins,Machine Learning Engineer,Portugal,1.0,170980.0
jenkins,Data Scientist,Portugal,1.0,136475.0
jenkins,Senior Data Scientist,Poland,1.0,90771.84
jenkins,Machine Learning Engineer,Poland,1.0,74160.0
jenkins,Data Analyst,Poland,1.0,77868.0
jenkins,Data Engineer,Netherlands,1.0,99676.19
jenkins,Machine Learning Engineer,Hungary,1.0,58401.0
jenkins,Data Scientist,Hungary,1.0,72061.375
jenkins,Data Engineer,Greece,1.0,91773.0
jenkins,Machine Learning Engineer,Germany,1.0,170980.0
jenkins,Software Engineer,France,1.0,202395.0
jenkins,Data Scientist,France,1.0,58401.0
jenkins,Business Analyst,France,1.0,91773.0
jenkins,Senior Data Scientist,Finland,1.0,162225.0
jenkins,Machine Learning Engineer,Denmark,1.0,170980.0
jenkins,Data Engineer,Denmark,1.0,151925.0
jenkins,Machine Learning Engineer,Belgium,1.0,91773.0
jenkins,Data Engineer,Belgium,1.0,91773.0
javascript,Data Engineer,Spain,1.0,91773.0
javascript,Data Scientist,Romania,1.0,151925.0
javascript,Data Analyst,Romania,1.0,112393.6
javascript,Software Engineer,Portugal,1.0,97850.0
javascript,Data Analyst,Portugal,1.0,83275.5
javascript,Data Engineer,Poland,1.0,151925.0
javascript,Software Engineer,Netherlands,1.0,91773.0
javascript,Data Analyst,Netherlands,1.0,76599.55500000001
javascript,Software Engineer,Italy,1.0,84975.0
javascript,Data Engineer,Italy,1.0,151925.0
javascript,Data Analyst,Italy,1.0,54604.42
javascript,Software Engineer,Germany,1.0,163255.0
javascript,Senior Data Analyst,Germany,1.0,114510.25
javascript,Data Analyst,Germany,1.0,114510.25
javascript,Business Analyst,Germany,1.0,58401.0
javascript,Software Engineer,France,1.0,81576.0
javascript,Senior Data Engineer,France,1.0,91773.0
javascript,Machine Learning Engineer,France,1.0,75087.0
javascript,Cloud Engineer,France,1.0,109147.04
javascript,Software Engineer,Finland,1.0,77250.0
javascript,Data Analyst,Denmark,1.0,75087.0
javascript,Data Scientist,Belgium,1.0,162225.0
java,Data Engineer,Sweden,1.0,151925.0
java,Data Analyst,Spain,1.0,83275.5
java,Software Engineer,Romania,1.0,200335.0
java,Senior Data Engineer,Romania,1.0,91773.0
java,Data Scientist,Romania,1.0,83275.5
java,Data Engineer,Romania,1.0,101231.49
java,Software Engineer,Portugal,1.0,97850.0
java,Senior Data Engineer,Portugal,1.0,151925.0
java,Data Scientist,Portugal,1.0,162225.0
java,Senior Data Scientist,Poland,1.0,91773.0
java,Senior Data Engineer,Poland,1.0,88992.0
java,Software Engineer,Netherlands,1.0,91773.0
java,Data Scientist,Netherlands,1.0,175615.0
java,Machine Learning Engineer,Ireland,1.0,75087.0
java,Senior Data Engineer,Hungary,1.0,151925.0
java,Machine Learning Engineer,Hungary,1.0,58401.0
java,Senior Data Engineer,Greece,1.0,46350.0
java,Data Scientist,Greece,1.0,176254.63
java,Senior Data Scientist,Germany,1.0,151925.0
java,Data Scientist,Germany,1.0,162225.0
java,Data Analyst,Germany,1.0,77319.52500000001
java,Business Analyst,Germany,1.0,58401.0
java,Software Engineer,France,1.0,81576.0
java,Senior Data Analyst,France,1.0,161195.0
java,Senior Data Engineer,Finland,1.0,108150.0
java,Data Engineer,Finland,1.0,99676.19
java,Machine Learning Engineer,Denmark,1.0,170980.0
java,Senior Data Engineer,Belgium,1.0,91773.0
java,Data Scientist,Belgium,1.0,58401.0
java,Data Analyst,Belgium,1.0,169950.0
hugging face,Senior Data Scientist,Hungary,1.0,162225.0
hugging face,Machine Learning Engineer,Hungary,1.0,191065.0
hugging face,Data Analyst,Hungary,1.0,75087.0
html,Data Scientist,Spain,1.0,151925.0
html,Data Scientist,Romania,1.0,151925.0
html,Data Analyst,Portugal,1.0,83275.5
html,Data Analyst,Netherlands,1.0,76599.55500000001
html,Software Engineer,Italy,1.0,84975.0
html,Senior Data Analyst,Germany,1.0,114510.25
html,Machine Learning Engineer,France,1.0,108150.0
html,Data Analyst,Denmark,1.0,75087.0
html,Data Scientist,Belgium,1.0,162225.0
hadoop,Data Engineer,Sweden,1.0,151925.0
hadoop,Data Analyst,Sweden,1.0,121684.2
hadoop,Senior Data Engineer,Spain,1.0,101231.49
hadoop,Machine Learning Engineer,Romania,1.0,91773.0
hadoop,Data Scientist,Romania,1.0,58401.0
hadoop,Data Scientist,Poland,1.0,135823.01
hadoop,Data Scientist,Netherlands,1.0,175615.0
hadoop,Data Analyst,Italy,1.0,54604.42
hadoop,Senior Data Scientist,Ireland,1.0,146775.0
hadoop,Data Scientist,Ireland,1.0,162225.0
hadoop,Software Engineer,Hungary,1.0,83275.5
hadoop,Machine Learning Engineer,Hungary,1.0,83275.5
hadoop,Data Scientist,Hungary,1.0,72061.375
hadoop,Data Analyst,Hungary,1.0,91773.0
hadoop,Software Engineer,France,1.0,202395.0
hadoop,Senior Data Analyst,France,1.0,161195.0
hadoop,Data Scientist,France,1.0,162225.0
hadoop,Business Analyst,France,1.0,91773.0
groovy,Machine Learning Engineer,Hungary,1.0,58401.0
groovy,Data Scientist,Hungary,1.0,72061.375
graphql,Data Engineer,Spain,1.0,58401.0
graphql,Software Engineer,Italy,1.0,84975.0
graphql,Software Engineer,France,1.0,46350.0
graphql,Senior Data Engineer,France,1.0,151925.0
graphql,Data Engineer,France,1.0,151925.0
graphql,Data Analyst,France,1.0,54604.42
golang,Senior Data Engineer,Poland,1.0,46350.0
golang,Data Scientist,Poland,1.0,136475.0
golang,Machine Learning Engineer,Netherlands,1.0,170980.0
golang,Data Engineer,Germany,1.0,144200.0
golang,Software Engineer,Finland,1.0,77250.0
golang,Senior Data Engineer,Belgium,1.0,91773.0
go,Senior Data Engineer,Sweden,1.0,151925.0
go,Machine Learning Engineer,Sweden,1.0,145230.0
go,Data Engineer,Sweden,1.0,61800.0
go,Senior Data Engineer,Romania,1.0,151925.0
go,Senior Data Analyst,Romania,1.0,114510.25
go,Senior Data Scientist,Portugal,1.0,154142.59
go,Senior Data Analyst,Portugal,1.0,114510.25
go,Data Scientist,Portugal,1.0,110034.9
go,Data Engineer,Portugal,1.0,151925.0
go,Software Engineer,Poland,1.0,91773.0
go,Senior Data Scientist,Poland,1.0,94502.5
go,Software Engineer,Netherlands,1.0,191065.0
go,Machine Learning Engineer,Netherlands,1.0,74160.0
go,Data Engineer,Italy,1.0,135527.4
go,Senior Data Scientist,Ireland,1.0,170980.0
go,Senior Data Engineer,Ireland,1.0,151925.0
go,Senior Data Analyst,Ireland,1.0,121684.2
go,Data Scientist,Ireland,1.0,55018.995
go,Data Engineer,Ireland,1.0,151925.0
go,Senior Data Scientist,Hungary,1.0,91773.0
go,Data Scientist,Hungary,1.0,108459.0
go,Data Engineer,Hungary,1.0,138268.23
go,Software Engineer,Greece,1.0,91773.0
go,Software Engineer,Germany,1.0,91773.0
go,Data Engineer,Germany,1.0,168405.0
go,Senior Data Scientist,France,1.0,162225.0
go,Machine Learning Engineer,France,1.0,170980.0
go,Cloud Engineer,France,1.0,109147.04
go,Business Analyst,France,1.0,114510.25
go,Senior Data Engineer,Finland,1.0,108150.0
go,Senior Data Analyst,Finland,1.0,114510.25
go,Data Scientist,Finland,1.0,83275.5
go,Data Engineer,Finland,1.0,99676.19
go,Senior Data Engineer,Denmark,1.0,151925.0
go,Machine Learning Engineer,Denmark,1.0,170980.0
go,Data Scientist,Denmark,1.0,171412.085
go,Data Analyst,Denmark,1.0,91773.0
go,Senior Data Engineer,Belgium,1.0,91773.0
go,Data Engineer,Belgium,1.0,101231.49
gitlab,Data Scientist,Spain,1.0,90771.84
gitlab,Data Analyst,Spain,1.0,91773.0
gitlab,Senior Data Engineer,Romania,1.0,91773.0
gitlab,Machine Learning Engineer,Poland,1.0,74160.0
gitlab,Machine Learning Engineer,Italy,1.0,91773.0
gitlab,Machine Learning Engineer,Hungary,1.0,58401.0
gitlab,Machine Learning Engineer,Greece,1.0,182601.49
gitlab,Data Scientist,Greece,1.0,176254.63
gitlab,Software Engineer,Germany,1.0,91773.0
gitlab,Senior Data Engineer,Germany,1.0,151925.0
gitlab,Cloud Engineer,Germany,1.0,91773.0
gitlab,Data Analyst,France,1.0,168695.46
gitlab,Business Analyst,Belgium,1.0,91773.0
github,Senior Data Engineer,Sweden,1.0,151925.0
github,Data Scientist,Spain,1.0,72061.375
github,Machine Learning Engineer,Romania,1.0,91773.0
github,Software Engineer,Portugal,1.0,91773.0
github,Senior Data Engineer,Portugal,1.0,151925.0
github,Machine Learning Engineer,Portugal,1.0,170980.0
github,Senior Data Engineer,Poland,1.0,99676.19
github,Data Engineer,Netherlands,1.0,180250.0
github,Senior Data Scientist,Italy,1.0,75087.0
github,Data Engineer,Ireland,1.0,151925.0
github,Machine Learning Engineer,Hungary,1.0,58401.0
github,Data Scientist,Greece,1.0,176254.63
github,Cloud Engineer,Germany,1.0,206000.0
github,Senior Data Scientist,France,1.0,162225.0
github,Senior Data Engineer,France,1.0,151925.0
github,Senior Data Analyst,Finland,1.0,103515.0
github,Machine Learning Engineer,Denmark,1.0,170980.0
github,Data Scientist,Denmark,1.0,144200.0
git,Data Scientist,Sweden,1.0,83430.0
git,Data Scientist,Spain,1.0,162225.0
git,Data Analyst,Spain,1.0,91773.0
git,Machine Learning Engineer,Romania,1.0,91773.0
git,Senior Data Engineer,Portugal,1.0,151925.0
git,Data Scientist,Portugal,1.0,162225.0
git,Data Analyst,Portugal,1.0,169950.0
git,Senior Data Analyst,Poland,1.0,114510.25
git,Machine Learning Engineer,Poland,1.0,104059.87
git,Cloud Engineer,Poland,1.0,91773.0
git,Software Engineer,Netherlands,1.0,191065.0
git,Senior Data Engineer,Netherlands,1.0,151925.0
git,Senior Data Scientist,Ireland,1.0,170980.0
git,Senior Data Engineer,Ireland,1.0,151925.0
git,Data Analyst,Ireland,1.0,200335.0
git,Software Engineer,Hungary,1.0,91773.0
git,Senior Data Scientist,Hungary,1.0,162225.0
git,Data Analyst,Greece,1.0,59225.0
git,Senior Data Analyst,Germany,1.0,114510.25
git,Data Scientist,Germany,1.0,124180.92
git,Data Analyst,Germany,1.0,108150.0
git,Senior Data Scientist,France,1.0,162225.0
git,Senior Data Analyst,France,1.0,114510.25
git,Business Analyst,France,1.0,91773.0
ggplot2,Senior Data Scientist,Poland,1.0,162225.0
ggplot2,Data Scientist,Poland,1.0,162225.0
gdpr,Machine Learning Engineer,Sweden,1.0,145230.0
gdpr,Data Engineer,Sweden,1.0,138268.23
gdpr,Business Analyst,Sweden,1.0,91773.0
gdpr,Senior Data Engineer,Spain,1.0,91773.0
gdpr,Cloud Engineer,Romania,1.0,58401.0
gdpr,Data Engineer,Portugal,1.0,151925.0
gdpr,Data Analyst,Portugal,1.0,169950.0
gdpr,Cloud Engineer,Poland,1.0,227630.0
gdpr,Data Analyst,Netherlands,1.0,91773.0
gdpr,Data Scientist,Italy,1.0,74160.0
gdpr,Senior Data Scientist,Ireland,1.0,171412.085
gdpr,Senior Data Engineer,Ireland,1.0,151925.0
gdpr,Data Analyst,Ireland,1.0,44496.0
gdpr,Data Scientist,Greece,1.0,90771.84
gdpr,Data Engineer,Greece,1.0,151925.0
gdpr,Senior Data Scientist,Germany,1.0,151925.0
gdpr,Senior Data Engineer,France,1.0,151925.0
gdpr,Machine Learning Engineer,France,1.0,58401.0
gdpr,Data Engineer,France,1.0,91773.0
gdpr,Senior Data Engineer,Finland,1.0,108150.0
gdpr,Senior Data Scientist,Belgium,1.0,91773.0
gdpr,Data Analyst,Belgium,1.0,83275.5
gcp,Senior Data Engineer,Sweden,1.0,151925.0
gcp,Machine Learning Engineer,Sweden,1.0,145230.0
gcp,Data Scientist,Sweden,1.0,136475.0
gcp,Senior Data Scientist,Spain,1.0,74679.12
gcp,Data Scientist,Spain,1.0,72061.375
gcp,Software Engineer,Portugal,1.0,91773.0
gcp,Data Scientist,Portugal,1.0,162225.0
gcp,Senior Data Scientist,Poland,1.0,162225.0
gcp,Senior Data Analyst,Poland,1.0,114510.25
gcp,Cloud Engineer,Poland,1.0,58401.0
gcp,Data Scientist,Netherlands,1.0,175692.25
gcp,Software Engineer,Ireland,1.0,91773.0
gcp,Senior Data Scientist,Ireland,1.0,170980.0
gcp,Senior Data Analyst,Ireland,1.0,200335.0
gcp,Machine Learning Engineer,Ireland,1.0,170980.0
gcp,Data Analyst,Ireland,1.0,103515.0
gcp,Senior Data Analyst,Hungary,1.0,91773.0
gcp,Machine Learning Engineer,Hungary,1.0,58401.0
gcp,Data Engineer,Hungary,1.0,138268.23
gcp,Data Analyst,Hungary,1.0,159650.0
gcp,Machine Learning Engineer,Greece,1.0,104059.87
gcp,Data Engineer,Greece,1.0,151925.0
gcp,Senior Data Scientist,Germany,1.0,231235.0
gcp,Senior Data Scientist,France,1.0,91773.0
gcp,Machine Learning Engineer,France,1.0,58401.0
gcp,Data Scientist,Finland,1.0,124695.92
gcp,Data Scientist,Belgium,1.0,58401.0
flutter,Business Analyst,Italy,1.0,44496.0
flow,Software Engineer,Spain,1.0,145230.0
flow,Senior Data Engineer,Spain,1.0,91773.0
flow,Data Engineer,Spain,1.0,99676.19
flow,Business Analyst,Spain,1.0,64890.0
flow,Data Engineer,Portugal,1.0,99676.19
flow,Senior Data Scientist,Poland,1.0,94502.5
flow,Business Analyst,Poland,1.0,158105.0
flow,Machine Learning Engineer,Netherlands,1.0,75087.0
flow,Data Scientist,Netherlands,1.0,151925.0
flow,Data Engineer,Italy,1.0,99676.19
flow,Data Analyst,Italy,1.0,91773.0
flow,Data Scientist,Greece,1.0,93390.1
flow,Senior Data Engineer,Germany,1.0,91773.0
flow,Data Scientist,Germany,1.0,162225.0
flow,Business Analyst,Germany,1.0,83275.5
flow,Software Engineer,France,1.0,91773.0
flow,Senior Data Engineer,France,1.0,151925.0
flow,Data Engineer,Finland,1.0,99676.19
flow,Data Analyst,Finland,1.0,75087.0
flow,Data Scientist,Denmark,1.0,171412.085
flask,Machine Learning Engineer,Spain,1.0,170980.0
flask,Data Engineer,Spain,1.0,100367.32
flask,Machine Learning Engineer,Portugal,1.0,195185.0
flask,Data Engineer,Italy,1.0,151925.0
flask,Senior Data Engineer,Ireland,1.0,151925.0
flask,Senior Data Scientist,Greece,1.0,90336.15
flask,Machine Learning Engineer,Greece,1.0,104059.87
flask,Data Analyst,Greece,1.0,145131.635
flask,Machine Learning Engineer,Germany,1.0,91773.0
flask,Data Analyst,Germany,1.0,114510.25
firestore,Senior Data Engineer,Poland,1.0,46350.0
fastapi,Machine Learning Engineer,Spain,1.0,170980.0
fastapi,Data Scientist,Portugal,1.0,75087.0
fastapi,Machine Learning Engineer,Netherlands,1.0,170980.0
fastapi,Data Engineer,Hungary,1.0,137505.0
fastapi,Machine Learning Engineer,Greece,1.0,104059.87
fastapi,Data Scientist,Greece,1.0,109632.685
fastapi,Machine Learning Engineer,France,1.0,145230.0
express,Senior Data Scientist,Spain,1.0,46350.0
express,Data Scientist,Poland,1.0,58401.0
express,Business Analyst,Netherlands,1.0,108459.0
express,Data Analyst,Ireland,1.0,114510.25
express,Senior Data Scientist,Hungary,1.0,162225.0
express,Data Analyst,Hungary,1.0,75087.0
express,Senior Data Scientist,Greece,1.0,75087.0
express,Machine Learning Engineer,Greece,1.0,75087.0
express,Data Scientist,Greece,1.0,91773.0
express,Data Engineer,Greece,1.0,99676.19
express,Data Analyst,Greece,1.0,168695.46
express,Data Scientist,Germany,1.0,58401.0
express,Machine Learning Engineer,France,1.0,58401.0
express,Data Analyst,France,1.0,59225.0
express,Data Analyst,Belgium,1.0,56637.64
excel,Senior Data Scientist,Sweden,1.0,175615.0
excel,Data Engineer,Sweden,1.0,91773.0
excel,Data Analyst,Sweden,1.0,121684.2
excel,Senior Data Engineer,Spain,1.0,75087.0
excel,Machine Learning Engineer,Spain,1.0,104059.87
excel,Business Analyst,Spain,1.0,88992.0
excel,Data Scientist,Romania,1.0,83275.5
excel,Business Analyst,Portugal,1.0,83275.5
excel,Senior Data Scientist,Poland,1.0,162225.0
excel,Senior Data Analyst,Poland,1.0,114510.25
excel,Senior Data Engineer,Netherlands,1.0,91773.0
excel,Software Engineer,Italy,1.0,108819.5
excel,Business Analyst,Italy,1.0,44496.0
excel,Data Scientist,Ireland,1.0,162225.0
excel,Senior Data Analyst,Hungary,1.0,88992.0
excel,Data Engineer,Hungary,1.0,99676.19
excel,Data Engineer,Greece,1.0,46350.0
excel,Senior Data Engineer,France,1.0,151925.0
excel,Senior Data Analyst,France,1.0,114510.25
excel,Data Engineer,France,1.0,151925.0
excel,Senior Data Engineer,Finland,1.0,99676.19
excel,Data Analyst,Finland,1.0,75087.0
excel,Senior Data Engineer,Denmark,1.0,151925.0
excel,Machine Learning Engineer,Denmark,1.0,170980.0
elixir,Software Engineer,Greece,1.0,58401.0
elasticsearch,Machine Learning Engineer,Spain,1.0,170980.0
elasticsearch,Cloud Engineer,Spain,1.0,91773.0
elasticsearch,Data Analyst,Portugal,1.0,75087.0
elasticsearch,Software Engineer,Poland,1.0,91773.0
elasticsearch,Machine Learning Engineer,Poland,1.0,104059.87
elasticsearch,Data Engineer,Poland,1.0,46350.0
elasticsearch,Software Engineer,Greece,1.0,58401.0
elasticsearch,Data Analyst,Germany,1.0,114510.25
elasticsearch,Machine Learning Engineer,France,1.0,104059.87
elasticsearch,Software Engineer,Finland,1.0,77250.0
elasticsearch,Data Scientist,Belgium,1.0,58401.0
dynamodb,Machine Learning Engineer,Spain,1.0,91773.0
dynamodb,Data Scientist,Spain,1.0,126690.0
dynamodb,Machine Learning Engineer,Poland,1.0,87550.0
dynamodb,Data Engineer,Germany,1.0,151925.0
dplyr,Data Scientist,Italy,1.0,162225.0
docker,Senior Data Scientist,Spain,1.0,46350.0
docker,Data Scientist,Spain,1.0,162225.0
docker,Data Analyst,Spain,1.0,83275.5
docker,Cloud Engineer,Spain,1.0,129010.59
docker,Software Engineer,Romania,1.0,88992.0
docker,Senior Data Engineer,Romania,1.0,91773.0
docker,Data Scientist,Romania,1.0,58401.0
docker,Senior Data Scientist,Portugal,1.0,90771.84
