country,job,param,aval,parameter
Italy,Software Engineer,max,108.8,MAX
Netherlands,Business Analyst,max,108.5,MAX
Netherlands,Data Analyst,max,182.6,MAX
Netherlands,Data Engineer,max,180.2,MAX
Netherlands,Data Scientist,max,175.7,MAX
Netherlands,Machine Learning Engineer,max,231.8,MAX
Netherlands,Senior Data Analyst,max,114.5,MAX
Netherlands,Senior Data Engineer,max,160.2,MAX
Netherlands,Senior Data Scientist,max,162.2,MAX
Netherlands,Software Engineer,max,191.1,MAX
Poland,Business Analyst,max,158.1,MAX
Poland,Cloud Engineer,max,227.6,MAX
Poland,Data Analyst,max,170,MAX
Poland,Data Engineer,max,169.4,MAX
Poland,Data Scientist,max,192.5,MAX
Poland,Machine Learning Engineer,max,191.6,MAX
Poland,Senior Data Analyst,max,123,MAX
Poland,Senior Data Engineer,max,151.9,MAX
Poland,Senior Data Scientist,max,162.2,MAX
Poland,Software Engineer,max,161.2,MAX
Portugal,Business Analyst,max,83.3,MAX
Portugal,Data Analyst,max,170,MAX
Portugal,Data Engineer,max,158.1,MAX
Portugal,Data Scientist,max,171.4,MAX
Portugal,Machine Learning Engineer,max,195.2,MAX
Portugal,Senior Data Analyst,max,114.5,MAX
Portugal,Senior Data Engineer,max,159.6,MAX
Portugal,Senior Data Scientist,max,162.2,MAX
Portugal,Software Engineer,max,164.8,MAX
Romania,Business Analyst,max,83.3,MAX
Romania,Cloud Engineer,max,58.4,MAX
Romania,Data Analyst,max,112.4,MAX
Romania,Data Engineer,max,151.9,MAX
Romania,Data Scientist,max,151.9,MAX
Romania,Machine Learning Engineer,max,171,MAX
Romania,Senior Data Analyst,max,200.3,MAX
Romania,Senior Data Engineer,max,151.9,MAX
Romania,Software Engineer,max,200.3,MAX
Spain,Business Analyst,max,190.6,MAX
Spain,Cloud Engineer,max,129,MAX
Spain,Data Analyst,max,159.6,MAX
Spain,Data Engineer,max,170,MAX
Spain,Data Scientist,max,170,MAX
Spain,Machine Learning Engineer,max,231.8,MAX
Spain,Senior Data Analyst,max,114.5,MAX
Spain,Senior Data Engineer,max,181.8,MAX
Spain,Senior Data Scientist,max,217.8,MAX
Spain,Software Engineer,max,211.2,MAX
Sweden,Business Analyst,max,127.2,MAX
Sweden,Data Analyst,max,121.7,MAX
Sweden,Data Engineer,max,256.5,MAX
Sweden,Data Scientist,max,162.2,MAX
Sweden,Machine Learning Engineer,max,171,MAX
Sweden,Senior Data Analyst,max,114.5,MAX
Sweden,Senior Data Engineer,max,151.9,MAX
Sweden,Senior Data Scientist,max,197.8,MAX
Sweden,Software Engineer,max,161.2,MAX
Belgium,Business Analyst,mean,85.1,MEAN
Belgium,Data Analyst,mean,99.3,MEAN
Belgium,Data Engineer,mean,110.7,MEAN
Belgium,Data Scientist,mean,122.6,MEAN
Belgium,Machine Learning Engineer,mean,86.4,MEAN
Belgium,Senior Data Engineer,mean,91.8,MEAN
Belgium,Senior Data Scientist,mean,80.6,MEAN
Belgium,Software Engineer,mean,60.4,MEAN
Denmark,Data Analyst,mean,81.8,MEAN
Denmark,Data Engineer,mean,125.8,MEAN
Denmark,Data Scientist,mean,116.3,MEAN
Denmark,Machine Learning Engineer,mean,139.7,MEAN
Denmark,Senior Data Engineer,mean,151.9,MEAN
Finland,Data Analyst,mean,111.4,MEAN
Finland,Data Engineer,mean,96.8,MEAN
Finland,Data Scientist,mean,120.7,MEAN
Finland,Machine Learning Engineer,mean,149.8,MEAN
Finland,Senior Data Analyst,mean,110.9,MEAN
Finland,Senior Data Engineer,mean,103.9,MEAN
Finland,Senior Data Scientist,mean,126.5,MEAN
Finland,Software Engineer,mean,77.2,MEAN
France,Business Analyst,mean,83.6,MEAN
France,Cloud Engineer,mean,109.1,MEAN
France,Data Analyst,mean,84,MEAN
France,Data Engineer,mean,119.2,MEAN
France,Data Scientist,mean,102.1,MEAN
France,Machine Learning Engineer,mean,93.9,MEAN
France,Senior Data Analyst,mean,107.4,MEAN
France,Senior Data Engineer,mean,139.7,MEAN
France,Senior Data Scientist,mean,146.6,MEAN
France,Software Engineer,mean,131.1,MEAN
Germany,Business Analyst,mean,81.9,MEAN
Germany,Cloud Engineer,mean,123.2,MEAN
Germany,Data Analyst,mean,104.6,MEAN
Germany,Data Engineer,mean,134.2,MEAN
Germany,Data Scientist,mean,120.8,MEAN
Germany,Machine Learning Engineer,mean,117.3,MEAN
Germany,Senior Data Analyst,mean,102.5,MEAN
Germany,Senior Data Engineer,mean,131.4,MEAN
Germany,Senior Data Scientist,mean,153.2,MEAN
Germany,Software Engineer,mean,93.8,MEAN
Greece,Business Analyst,mean,68.3,MEAN
Greece,Data Analyst,mean,115,MEAN
Greece,Data Engineer,mean,100.2,MEAN
Greece,Data Scientist,mean,100.5,MEAN
Greece,Machine Learning Engineer,mean,119,MEAN
Greece,Senior Data Engineer,mean,46.4,MEAN
Greece,Senior Data Scientist,mean,117,MEAN
Greece,Software Engineer,mean,93.8,MEAN
Hungary,Cloud Engineer,mean,91.8,MEAN
Hungary,Data Analyst,mean,90.4,MEAN
Hungary,Data Engineer,mean,136.8,MEAN
Hungary,Data Scientist,mean,100.7,MEAN
Hungary,Machine Learning Engineer,mean,112.4,MEAN
Hungary,Senior Data Analyst,mean,90.4,MEAN
Hungary,Senior Data Engineer,mean,151.9,MEAN
Hungary,Senior Data Scientist,mean,115.3,MEAN
Hungary,Software Engineer,mean,73,MEAN
Ireland,Data Analyst,mean,106.4,MEAN
Ireland,Data Engineer,mean,133.7,MEAN
Ireland,Data Scientist,mean,114.9,MEAN
Ireland,Machine Learning Engineer,mean,139.4,MEAN
Ireland,Senior Data Analyst,mean,132.4,MEAN
Ireland,Senior Data Engineer,mean,143.4,MEAN
Ireland,Senior Data Scientist,mean,162.8,MEAN
Ireland,Software Engineer,mean,91.8,MEAN
Italy,Business Analyst,mean,44.5,MEAN
Italy,Data Analyst,mean,76,MEAN
Italy,Data Engineer,mean,115,MEAN
Italy,Data Scientist,mean,99.8,MEAN
Italy,Machine Learning Engineer,mean,91.6,MEAN
Italy,Senior Data Analyst,mean,106.9,MEAN
Italy,Senior Data Scientist,mean,85.9,MEAN
Italy,Software Engineer,mean,96.9,MEAN
Netherlands,Business Analyst,mean,88.4,MEAN
Netherlands,Data Analyst,mean,101.2,MEAN
Netherlands,Data Engineer,mean,110.8,MEAN
Netherlands,Data Scientist,mean,139.4,MEAN
Netherlands,Machine Learning Engineer,mean,130.3,MEAN
Netherlands,Senior Data Analyst,mean,114.5,MEAN
Netherlands,Senior Data Engineer,mean,141.5,MEAN
Netherlands,Senior Data Scientist,mean,129.7,MEAN
Netherlands,Software Engineer,mean,113.7,MEAN
Poland,Business Analyst,mean,90.1,MEAN
Poland,Cloud Engineer,mean,104.4,MEAN
Poland,Data Analyst,mean,90.1,MEAN
Poland,Data Engineer,mean,121.3,MEAN
Poland,Data Scientist,mean,124.1,MEAN
Poland,Machine Learning Engineer,mean,115.1,MEAN
Poland,Senior Data Analyst,mean,110.9,MEAN
Poland,Senior Data Engineer,mean,102.3,MEAN
Poland,Senior Data Scientist,mean,136.5,MEAN
Poland,Software Engineer,mean,95,MEAN
Portugal,Business Analyst,mean,72.3,MEAN
Portugal,Data Analyst,mean,96.8,MEAN
Portugal,Data Engineer,mean,125.3,MEAN
Portugal,Data Scientist,mean,136.8,MEAN
Portugal,Machine Learning Engineer,mean,145.2,MEAN
Portugal,Senior Data Analyst,mean,114.5,MEAN
Portugal,Senior Data Engineer,mean,122.7,MEAN
Portugal,Senior Data Scientist,mean,129.9,MEAN
Portugal,Software Engineer,mean,121.5,MEAN
Romania,Business Analyst,mean,83.3,MEAN
Romania,Cloud Engineer,mean,58.4,MEAN
Romania,Data Analyst,mean,76.6,MEAN
Romania,Data Engineer,mean,106.3,MEAN
Romania,Data Scientist,mean,112.8,MEAN
Romania,Machine Learning Engineer,mean,144.6,MEAN
Romania,Senior Data Analyst,mean,129.6,MEAN
Romania,Senior Data Engineer,mean,121.8,MEAN
Romania,Software Engineer,mean,133.5,MEAN
Spain,Business Analyst,mean,114.1,MEAN
Spain,Cloud Engineer,mean,93.1,MEAN
Spain,Data Analyst,mean,94.4,MEAN
Spain,Data Engineer,mean,120.3,MEAN
Spain,Data Scientist,mean,96,MEAN
Spain,Machine Learning Engineer,mean,116.3,MEAN
Spain,Senior Data Analyst,mean,110.8,MEAN
Spain,Senior Data Engineer,mean,127.3,MEAN
Spain,Senior Data Scientist,mean,143,MEAN
Spain,Software Engineer,mean,106.6,MEAN
Sweden,Business Analyst,mean,85.8,MEAN
Sweden,Data Analyst,mean,100.9,MEAN
Sweden,Data Engineer,mean,136.4,MEAN
Sweden,Data Scientist,mean,137.5,MEAN
Sweden,Machine Learning Engineer,mean,133.2,MEAN
Sweden,Senior Data Analyst,mean,93.4,MEAN
Sweden,Senior Data Engineer,mean,151.9,MEAN
Sweden,Senior Data Scientist,mean,175.1,MEAN
Sweden,Software Engineer,mean,161.2,MEAN
Belgium,Business Analyst,std,9.1,STD
Belgium,Data Analyst,std,46.1,STD
Belgium,Data Engineer,std,30.2,STD
Belgium,Data Scientist,std,43.7,STD
Belgium,Machine Learning Engineer,std,11.4,STD
Belgium,Senior Data Engineer,std,0,STD
Belgium,Senior Data Scientist,std,19.3,STD
Belgium,Software Engineer,std,20.7,STD
Denmark,Data Analyst,std,14.9,STD
Denmark,Data Engineer,std,36.9,STD
Denmark,Data Scientist,std,38.1,STD
Denmark,Machine Learning Engineer,std,44.2,STD
Denmark,Senior Data Engineer,std,0,STD
Finland,Data Analyst,std,40.1,STD
Finland,Data Engineer,std,4.7,STD
Finland,Data Scientist,std,32.7,STD
Finland,Machine Learning Engineer,std,43,STD
Finland,Senior Data Analyst,std,6.4,STD
Finland,Senior Data Engineer,std,6,STD
Finland,Senior Data Scientist,std,50.5,STD
Finland,Software Engineer,std,0,STD
France,Business Analyst,std,35.7,STD
France,Cloud Engineer,std,0,STD
France,Data Analyst,std,34.2,STD
France,Data Engineer,std,34.7,STD
France,Data Scientist,std,41,STD
France,Machine Learning Engineer,std,37.7,STD
France,Senior Data Analyst,std,25.5,STD
France,Senior Data Engineer,std,25.5,STD
France,Senior Data Scientist,std,31.1,STD
France,Software Engineer,std,62.9,STD
Germany,Business Analyst,std,27.2,STD
Germany,Cloud Engineer,std,56.7,STD
Germany,Data Analyst,std,41.5,STD
Germany,Data Engineer,std,40,STD
Germany,Data Scientist,std,47.8,STD
Germany,Machine Learning Engineer,std,53.4,STD
Germany,Senior Data Analyst,std,19.9,STD
Germany,Senior Data Engineer,std,30.4,STD
Germany,Senior Data Scientist,std,34.6,STD
Germany,Software Engineer,std,44.5,STD
Greece,Business Analyst,std,5.9,STD
Greece,Data Analyst,std,41.5,STD
Greece,Data Engineer,std,33.2,STD
Greece,Data Scientist,std,31.7,STD
Greece,Machine Learning Engineer,std,37.2,STD
Greece,Senior Data Engineer,std,0,STD
Greece,Senior Data Scientist,std,54.3,STD
Greece,Software Engineer,std,39.9,STD
Hungary,Cloud Engineer,std,0,STD
Hungary,Data Analyst,std,32.7,STD
Hungary,Data Engineer,std,21.6,STD
Hungary,Data Scientist,std,38,STD
Hungary,Machine Learning Engineer,std,63.8,STD
Hungary,Senior Data Analyst,std,2,STD
Hungary,Senior Data Engineer,std,0,STD
Hungary,Senior Data Scientist,std,40.7,STD
Hungary,Software Engineer,std,17.2,STD
Ireland,Data Analyst,std,40.4,STD
Ireland,Data Engineer,std,27.4,STD
Ireland,Data Scientist,std,45.1,STD
Ireland,Machine Learning Engineer,std,44.8,STD
Ireland,Senior Data Analyst,std,63.3,STD
Ireland,Senior Data Engineer,std,25.5,STD
Ireland,Senior Data Scientist,std,11.5,STD
Ireland,Software Engineer,std,0,STD
Italy,Business Analyst,std,0,STD
Italy,Data Analyst,std,27.6,STD
Italy,Data Engineer,std,26.2,STD
Italy,Data Scientist,std,38.5,STD
Italy,Machine Learning Engineer,std,16.4,STD
Italy,Senior Data Analyst,std,13.1,STD
Italy,Senior Data Scientist,std,19.5,STD
Italy,Software Engineer,std,16.9,STD
Netherlands,Business Analyst,std,22,STD
Netherlands,Data Analyst,std,34.3,STD
Netherlands,Data Engineer,std,25.8,STD
Netherlands,Data Scientist,std,32.1,STD
Netherlands,Machine Learning Engineer,std,54.6,STD
Netherlands,Senior Data Analyst,std,0,STD
Netherlands,Senior Data Engineer,std,28,STD
Netherlands,Senior Data Scientist,std,47.6,STD
Netherlands,Software Engineer,std,69,STD
Poland,Business Analyst,std,30.9,STD
Poland,Cloud Engineer,std,61.6,STD
Poland,Data Analyst,std,30.8,STD
Poland,Data Engineer,std,41,STD
Poland,Data Scientist,std,40.3,STD
Poland,Machine Learning Engineer,std,39,STD
Poland,Senior Data Analyst,std,12.2,STD
Poland,Senior Data Engineer,std,41.9,STD
Poland,Senior Data Scientist,std,33.7,STD
Poland,Software Engineer,std,22.5,STD
Portugal,Business Analyst,std,12.7,STD
Portugal,Data Analyst,std,31.4,STD
Portugal,Data Engineer,std,27.5,STD
Portugal,Data Scientist,std,34.2,STD
Portugal,Machine Learning Engineer,std,46.6,STD
Portugal,Senior Data Analyst,std,0,STD
Portugal,Senior Data Engineer,std,45.2,STD
Portugal,Senior Data Scientist,std,39.1,STD
Portugal,Software Engineer,std,38,STD
Romania,Business Analyst,std,0,STD
Romania,Cloud Engineer,std,0,STD
Romania,Data Analyst,std,25.4,STD
Romania,Data Engineer,std,36.9,STD
Romania,Data Scientist,std,37.6,STD
Romania,Machine Learning Engineer,std,45.7,STD
Romania,Senior Data Analyst,std,48.7,STD
Romania,Senior Data Engineer,std,42.5,STD
Romania,Software Engineer,std,79.2,STD
Spain,Business Analyst,std,58.2,STD
Spain,Cloud Engineer,std,35.3,STD
Spain,Data Analyst,std,24.4,STD
Spain,Data Engineer,std,35.2,STD
Spain,Data Scientist,std,33,STD
Spain,Machine Learning Engineer,std,51.6,STD
Spain,Senior Data Analyst,std,8,STD
Spain,Senior Data Engineer,std,36.8,STD
Spain,Senior Data Scientist,std,60.3,STD
Spain,Software Engineer,std,58.6,STD
Sweden,Business Analyst,std,25.7,STD
Sweden,Data Analyst,std,22.9,STD
Sweden,Data Engineer,std,58.2,STD
Sweden,Data Scientist,std,34.9,STD
Sweden,Machine Learning Engineer,std,45.1,STD
Sweden,Senior Data Analyst,std,36.6,STD
Sweden,Senior Data Engineer,std,0,STD
Sweden,Senior Data Scientist,std,22.9,STD
Sweden,Software Engineer,std,0,STD
Belgium,Business Analyst,iqr,16.7,IQR
Belgium,Data Analyst,iqr,69.7,IQR
Belgium,Data Engineer,iqr,34.9,IQR
Belgium,Data Scientist,iqr,71.5,IQR
Belgium,Machine Learning Engineer,iqr,16.7,IQR
Belgium,Senior Data Engineer,iqr,0,IQR
Belgium,Senior Data Scientist,iqr,16.7,IQR
Belgium,Software Engineer,iqr,14.7,IQR
Denmark,Data Analyst,iqr,16.7,IQR
Denmark,Data Engineer,iqr,26.1,IQR
Denmark,Data Scientist,iqr,43.8,IQR
Denmark,Machine Learning Engineer,iqr,31.3,IQR
Denmark,Senior Data Engineer,iqr,0,IQR
Finland,Data Analyst,iqr,53.7,IQR
Finland,Data Engineer,iqr,7.9,IQR
Finland,Data Scientist,iqr,28.7,IQR
Finland,Machine Learning Engineer,iqr,44.1,IQR
Finland,Senior Data Analyst,iqr,5.5,IQR
Finland,Senior Data Engineer,iqr,4.2,IQR
Finland,Senior Data Scientist,iqr,35.7,IQR
Finland,Software Engineer,iqr,0,IQR
France,Business Analyst,iqr,35,IQR
France,Cloud Engineer,iqr,0,IQR
France,Data Analyst,iqr,59.9,IQR
France,Data Engineer,iqr,52.2,IQR
France,Data Scientist,iqr,72.7,IQR
France,Machine Learning Engineer,iqr,49.7,IQR
France,Senior Data Analyst,iqr,22.7,IQR
France,Senior Data Engineer,iqr,0,IQR
France,Senior Data Scientist,iqr,0,IQR
France,Software Engineer,iqr,105.1,IQR
Germany,Business Analyst,iqr,30.1,IQR
Germany,Cloud Engineer,iqr,57.1,IQR
Germany,Data Analyst,iqr,38,IQR
Germany,Data Engineer,iqr,51.1,IQR
Germany,Data Scientist,iqr,90.2,IQR
Germany,Machine Learning Engineer,iqr,81.3,IQR
Germany,Senior Data Analyst,iqr,27,IQR
Germany,Senior Data Engineer,iqr,60.2,IQR
Germany,Senior Data Scientist,iqr,10.3,IQR
Germany,Software Engineer,iqr,33.4,IQR
Greece,Business Analyst,iqr,5.1,IQR
Greece,Data Analyst,iqr,51.5,IQR
Greece,Data Engineer,iqr,31.7,IQR
Greece,Data Scientist,iqr,19.6,IQR
Greece,Machine Learning Engineer,iqr,63.4,IQR
Greece,Senior Data Engineer,iqr,0,IQR
Greece,Senior Data Scientist,iqr,66.1,IQR
Greece,Software Engineer,iqr,48.6,IQR
Hungary,Cloud Engineer,iqr,0,IQR
Hungary,Data Analyst,iqr,44.9,IQR
Hungary,Data Engineer,iqr,14.4,IQR
Hungary,Data Scientist,iqr,36.4,IQR
Hungary,Machine Learning Engineer,iqr,112.6,IQR
Hungary,Senior Data Analyst,iqr,1.4,IQR
Hungary,Senior Data Engineer,iqr,0,IQR
Hungary,Senior Data Scientist,iqr,35.2,IQR
Hungary,Software Engineer,iqr,27,IQR
Ireland,Data Analyst,iqr,31.2,IQR
Ireland,Data Engineer,iqr,51.6,IQR
Ireland,Data Scientist,iqr,60.3,IQR
Ireland,Machine Learning Engineer,iqr,61.8,IQR
Ireland,Senior Data Analyst,iqr,62.6,IQR
Ireland,Senior Data Engineer,iqr,0,IQR
Ireland,Senior Data Scientist,iqr,12.7,IQR
Ireland,Software Engineer,iqr,0,IQR
Italy,Business Analyst,iqr,0,IQR
Italy,Data Analyst,iqr,51,IQR
Italy,Data Engineer,iqr,40.4,IQR
Italy,Data Scientist,iqr,56.3,IQR
Italy,Machine Learning Engineer,iqr,16.4,IQR
Italy,Senior Data Analyst,iqr,11.4,IQR
Italy,Senior Data Scientist,iqr,17.1,IQR
Italy,Software Engineer,iqr,11.9,IQR
Netherlands,Business Analyst,iqr,21.8,IQR
Netherlands,Data Analyst,iqr,38.9,IQR
Netherlands,Data Engineer,iqr,18.8,IQR
Netherlands,Data Scientist,iqr,53.8,IQR
Netherlands,Machine Learning Engineer,iqr,89.8,IQR
Netherlands,Senior Data Analyst,iqr,0,IQR
Netherlands,Senior Data Engineer,iqr,0,IQR
Netherlands,Senior Data Scientist,iqr,43.6,IQR
Netherlands,Software Engineer,iqr,66.3,IQR
Poland,Business Analyst,iqr,14.7,IQR
Poland,Cloud Engineer,iqr,15.1,IQR
Poland,Data Analyst,iqr,55.3,IQR
Poland,Data Engineer,iqr,58.2,IQR
Poland,Data Scientist,iqr,70.5,IQR
Poland,Machine Learning Engineer,iqr,53.4,IQR
Poland,Senior Data Analyst,iqr,0,IQR
Poland,Senior Data Engineer,iqr,62.9,IQR
Poland,Senior Data Scientist,iqr,68.4,IQR
Poland,Software Engineer,iqr,0,IQR
Portugal,Business Analyst,iqr,12.4,IQR
Portugal,Data Analyst,iqr,39.4,IQR
Portugal,Data Engineer,iqr,52.2,IQR
Portugal,Data Scientist,iqr,49.4,IQR
Portugal,Machine Learning Engineer,iqr,82.9,IQR
Portugal,Senior Data Analyst,iqr,0,IQR
Portugal,Senior Data Engineer,iqr,60.2,IQR
Portugal,Senior Data Scientist,iqr,58.6,IQR
Portugal,Software Engineer,iqr,69.4,IQR
Romania,Business Analyst,iqr,0,IQR
Romania,Cloud Engineer,iqr,0,IQR
Romania,Data Analyst,iqr,40.1,IQR
Romania,Data Engineer,iqr,29.2,IQR
Romania,Data Scientist,iqr,60.9,IQR
Romania,Machine Learning Engineer,iqr,39.6,IQR
Romania,Senior Data Analyst,iqr,27.8,IQR
Romania,Senior Data Engineer,iqr,30.1,IQR
Romania,Software Engineer,iqr,122.5,IQR
Spain,Business Analyst,iqr,96.3,IQR
Spain,Cloud Engineer,iqr,35.3,IQR
Spain,Data Analyst,iqr,31.2,IQR
Spain,Data Engineer,iqr,60.2,IQR
Spain,Data Scientist,iqr,23.9,IQR
Spain,Machine Learning Engineer,iqr,72.3,IQR
Spain,Senior Data Analyst,iqr,0,IQR
Spain,Senior Data Engineer,iqr,60.2,IQR
Spain,Senior Data Scientist,iqr,50.5,IQR
Spain,Software Engineer,iqr,90.1,IQR
Sweden,Business Analyst,iqr,14.8,IQR
Sweden,Data Analyst,iqr,21.8,IQR
Sweden,Data Engineer,iqr,53,IQR
Sweden,Data Scientist,iqr,47.3,IQR
Sweden,Machine Learning Engineer,iqr,43.9,IQR
Sweden,Senior Data Analyst,iqr,31.7,IQR
Sweden,Senior Data Engineer,iqr,0,IQR
Sweden,Senior Data Scientist,iqr,22.9,IQR
Sweden,Software Engineer,iqr,0,IQR
Belgium,Business Analyst,col1,91 (16),COL1
Belgium,Data Analyst,col1,80 (69),COL1
Belgium,Data Engineer,col1,101 (34),COL1
Belgium,Data Scientist,col1,127 (71),COL1
Belgium,Machine Learning Engineer,col1,91 (16),COL1
Belgium,Senior Data Engineer,col1,91 (0),COL1
Belgium,Senior Data Scientist,col1,91 (16),COL1
Belgium,Software Engineer,col1,60 (14),COL1
Denmark,Data Analyst,col1,91 (16),COL1
Denmark,Data Engineer,col1,125 (26),COL1
Denmark,Data Scientist,col1,112 (43),COL1
Denmark,Machine Learning Engineer,col1,139 (31),COL1
Denmark,Senior Data Engineer,col1,151 (0),COL1
Finland,Data Analyst,col1,108 (53),COL1
Finland,Data Engineer,col1,99 (7),COL1
Finland,Data Scientist,col1,118 (28),COL1
Finland,Machine Learning Engineer,col1,158 (44),COL1
Finland,Senior Data Analyst,col1,114 (5),COL1
Finland,Senior Data Engineer,col1,103 (4),COL1
Finland,Senior Data Scientist,col1,126 (35),COL1
Finland,Software Engineer,col1,77 (0),COL1
France,Business Analyst,col1,91 (35),COL1
France,Cloud Engineer,col1,109 (0),COL1
France,Data Analyst,col1,71 (59),COL1
France,Data Engineer,col1,101 (52),COL1
France,Data Scientist,col1,90 (72),COL1
France,Machine Learning Engineer,col1,83 (49),COL1
France,Senior Data Analyst,col1,114 (22),COL1
France,Senior Data Engineer,col1,151 (0),COL1
France,Senior Data Scientist,col1,162 (0),COL1
France,Software Engineer,col1,146 (105),COL1
Germany,Business Analyst,col1,91 (30),COL1
Germany,Cloud Engineer,col1,91 (57),COL1
Germany,Data Analyst,col1,106 (38),COL1
Germany,Data Engineer,col1,151 (51),COL1
Germany,Data Scientist,col1,135 (90),COL1
Germany,Machine Learning Engineer,col1,91 (81),COL1
Germany,Senior Data Analyst,col1,114 (27),COL1
Germany,Senior Data Engineer,col1,151 (60),COL1
Germany,Senior Data Scientist,col1,162 (10),COL1
Germany,Software Engineer,col1,87 (33),COL1
Greece,Business Analyst,col1,64 (5),COL1
Greece,Data Analyst,col1,102 (51),COL1
Greece,Data Engineer,col1,99 (31),COL1
Greece,Data Scientist,col1,92 (19),COL1
Greece,Machine Learning Engineer,col1,104 (63),COL1
Greece,Senior Data Engineer,col1,46 (0),COL1
Greece,Senior Data Scientist,col1,91 (66),COL1
Greece,Software Engineer,col1,83 (48),COL1
Hungary,Cloud Engineer,col1,91 (0),COL1
Hungary,Data Analyst,col1,83 (44),COL1
Hungary,Data Engineer,col1,151 (14),COL1
Hungary,Data Scientist,col1,91 (36),COL1
Hungary,Machine Learning Engineer,col1,83 (112),COL1
Hungary,Senior Data Analyst,col1,90 (1),COL1
Hungary,Senior Data Engineer,col1,151 (0),COL1
Hungary,Senior Data Scientist,col1,91 (35),COL1
Hungary,Software Engineer,col1,70 (27),COL1
Ireland,Data Analyst,col1,101 (31),COL1
Ireland,Data Engineer,col1,151 (51),COL1
Ireland,Data Scientist,col1,105 (60),COL1
Ireland,Machine Learning Engineer,col1,171 (61),COL1
Ireland,Senior Data Analyst,col1,121 (62),COL1
Ireland,Senior Data Engineer,col1,151 (0),COL1
Ireland,Senior Data Scientist,col1,166 (12),COL1
Ireland,Software Engineer,col1,91 (0),COL1
Italy,Business Analyst,col1,44 (0),COL1
Italy,Data Analyst,col1,54 (51),COL1
Italy,Data Engineer,col1,100 (40),COL1
Italy,Data Scientist,col1,91 (56),COL1
Italy,Machine Learning Engineer,col1,91 (16),COL1
Italy,Senior Data Analyst,col1,114 (11),COL1
Italy,Senior Data Scientist,col1,75 (17),COL1
Italy,Software Engineer,col1,96 (11),COL1
Netherlands,Business Analyst,col1,91 (21),COL1
Netherlands,Data Analyst,col1,96 (38),COL1
Netherlands,Data Engineer,col1,100 (18),COL1
Netherlands,Data Scientist,col1,162 (53),COL1
Netherlands,Machine Learning Engineer,col1,126 (89),COL1
Netherlands,Senior Data Analyst,col1,114 (0),COL1
Netherlands,Senior Data Engineer,col1,151 (0),COL1
Netherlands,Senior Data Scientist,col1,151 (43),COL1
Netherlands,Software Engineer,col1,91 (66),COL1
Poland,Business Analyst,col1,89 (14),COL1
Poland,Cloud Engineer,col1,86 (15),COL1
Poland,Data Analyst,col1,91 (55),COL1
Poland,Data Engineer,col1,137 (58),COL1
Poland,Data Scientist,col1,135 (70),COL1
Poland,Machine Learning Engineer,col1,91 (53),COL1
Poland,Senior Data Analyst,col1,114 (0),COL1
Poland,Senior Data Engineer,col1,91 (62),COL1
Poland,Senior Data Scientist,col1,162 (68),COL1
Poland,Software Engineer,col1,91 (0),COL1
Portugal,Business Analyst,col1,75 (12),COL1
Portugal,Data Analyst,col1,91 (39),COL1
Portugal,Data Engineer,col1,129 (52),COL1
Portugal,Data Scientist,col1,157 (49),COL1
Portugal,Machine Learning Engineer,col1,171 (82),COL1
Portugal,Senior Data Analyst,col1,114 (0),COL1
Portugal,Senior Data Engineer,col1,151 (60),COL1
Portugal,Senior Data Scientist,col1,151 (58),COL1
Portugal,Software Engineer,col1,97 (69),COL1
Romania,Business Analyst,col1,83 (0),COL1
Romania,Cloud Engineer,col1,58 (0),COL1
Romania,Data Analyst,col1,75 (40),COL1
Romania,Data Engineer,col1,100 (29),COL1
Romania,Data Scientist,col1,124 (60),COL1
Romania,Machine Learning Engineer,col1,171 (39),COL1
Romania,Senior Data Analyst,col1,114 (27),COL1
Romania,Senior Data Engineer,col1,121 (30),COL1
Romania,Software Engineer,col1,144 (122),COL1
Spain,Business Analyst,col1,89 (96),COL1
Spain,Cloud Engineer,col1,91 (35),COL1
Spain,Data Analyst,col1,94 (31),COL1
Spain,Data Engineer,col1,137 (60),COL1
Spain,Data Scientist,col1,90 (23),COL1
Spain,Machine Learning Engineer,col1,104 (72),COL1
Spain,Senior Data Analyst,col1,114 (0),COL1
Spain,Senior Data Engineer,col1,151 (60),COL1
Spain,Senior Data Scientist,col1,162 (50),COL1
Spain,Software Engineer,col1,79 (90),COL1
Sweden,Business Analyst,col1,91 (14),COL1
Sweden,Data Analyst,col1,108 (21),COL1
Sweden,Data Engineer,col1,137 (53),COL1
Sweden,Data Scientist,col1,162 (47),COL1
Sweden,Machine Learning Engineer,col1,145 (43),COL1
Sweden,Senior Data Analyst,col1,114 (31),COL1
Sweden,Senior Data Engineer,col1,151 (0),COL1
Sweden,Senior Data Scientist,col1,175 (22),COL1
Sweden,Software Engineer,col1,161 (0),COL1
Belgium,Business Analyst,col2,85 (9),COL2
Belgium,Data Analyst,col2,99 (46),COL2
Belgium,Data Engineer,col2,110 (30),COL2
Belgium,Data Scientist,col2,122 (43),COL2
Belgium,Machine Learning Engineer,col2,86 (11),COL2
Belgium,Senior Data Engineer,col2,91 (0),COL2
Belgium,Senior Data Scientist,col2,80 (19),COL2
Belgium,Software Engineer,col2,60 (20),COL2
Denmark,Data Analyst,col2,81 (14),COL2
Denmark,Data Engineer,col2,125 (36),COL2
Denmark,Data Scientist,col2,116 (38),COL2
Denmark,Machine Learning Engineer,col2,139 (44),COL2
